use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text,damerau_levenshtein_sim,jaro_winkler_sim
False,4,True,01JF77PBFMQJ1EFHGXYKC4WADZ,Where can I find practice questions on angles in circles?,"Let E, F, G, and H be points on a circle with center O. The line segment EG is a tangent to the circle at E while line segment FH is tangent to the circle at F. If \( \angle EOF = 135^\circ \) and \( \angle EGF = 50^\circ \), find the following: (a) The value of (i) \( \angle EHF \), (ii) \( \angle EHG \). (b) Determine if line OH is parallel to line EG and provide a justification for your conclusion.","(i)67.5^\circ,(ii)40^\circ.OHisnotparalleltoEG.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.49257425742574257,0.328608196181685
False,4,True,01JF77NCSEG2DRHGA3GA8WNC7Z,Can you provide practice problems on applying angle properties of circles?,"Given a circle with center O, points A, B, C, and D lie on the circle. A line AE is tangent to the circle at A, and BF is tangent to the circle at B. If \( \angle AOB = 110^\circ \) and \( \angle DAF = 38^\circ \), (a) find the values of (i) \( \angle ACB \), and (ii) \( \angle ADB \). (b) Verify if line BF is parallel to line DE. Provide a clear justification.","Answerfor(a)is(i)\(55^\circ\),(ii)\(55^\circ\).For(b)BFandDEarenotparallelas\(\angleABF\neq38^\circ\)if\(\angleDAF=38^\circ\).",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.4214876033057851,0.26432596927836904
False,4,True,01JF77P9FMYMRQ1TBBY68XVAGS,I need exercises involving angle properties in circle geometry; can you help?,"Let points P, Q, and R be on a circle with center O. Line PR is tangent to the circle at point P. Given that \( \angle POR = 130^\circ \) and \( \angle QPR = 40^\circ \), find the following: 
(a) The measure of \( \angle QOR \).
(b) Determine if line OQ is parallel to PR and provide an explanation.","(a)\(\angleQOR=80^\circ\),(b)OQisnotparalleltoPR.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.5551839464882943,0.2830132922582639
False,4,True,01JF77PGGMK6SQ9FYAT4EAAD5J,Do you have any sample questions on angle properties of circles?,"In a circle with center \( O \), the points \( P, Q, R, \) and \( S \) are located on the circumference. \( PQ \) is a tangent to the circle at \( P \) and \( PS \) is a tangent to the circle at \( S \). Given that \( \angle POR = 136^\circ \) and \( \angle PQS = 46^\circ \), calculate: (a) (i) \( \angle PRS \), (ii) \( \angle PQR \). (b) Are the lines \( OR \) and \( QS \) parallel? Justify your answer.","\(\anglePRS=136^\circ;\anglePQR=136^\circ\).No,\(OR\)isnotparallelto\(QS\).",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.5552825552825553,0.3195476188465879
False,4,True,01JF77QC8K74BD5GAS8FX9BVHP,Where can I find practice questions on rates in practical situations?,An object's speed-time graph over a span of h seconds is provided. (a) Calculate the acceleration at \( t = 7 \) seconds.,"Theaccelerationisgivenbytheslopeat\(t=7\),whichcanbecomputedfromthegraph.",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,,0.5419847328244275,0.29006498012743676
False,4,True,01JF77Q7N57S5545R5M839GPCM,Can you provide practice problems on applying rates in real-world contexts?,"An object moves in a straight line and its speed-time graph has a constant negative gradient from 0 to k seconds. (a) Determine the acceleration at time \( t = 3 \) seconds. (b) Calculate the distance travelled within the first 15 seconds. (c) If the object covers 600 meters within the first k seconds, find the numerical value of k. (d) Draw the corresponding velocity-time graph for the first k seconds of motion.",\(k=\frac{600}{v_0}\)where\(v_0\)istheinitialvelocity,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object.",0.8106971153846154,0.4205104895504724
False,4,True,01JF77Q5QGN2Y3Q7WVHK3K2831,Could you give me some problems to practice applying angle properties in circles?,"Points E, F, G, and H lie on a circle with center X. Line ER is a tangent to the circle at E, and line FS is a tangent to the circle at F. Given that \( \angle EXF = 156^\circ \) and \( \angle HER = 38^\circ \), determine: (a) the value of (i) \( \angle EHF \), (ii) \( \angle EGF \). (b) Analyze whether line FX is parallel to line EH and provide your reasoning.","(i)\(\angleEHF=12^\circ\),(ii)\(\angleEGF=38^\circ\)",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.42699724517906334,0.31475125057944975
False,4,True,01JF77QB3SF7VKDB68W0F6YV50,I need exercises involving real-world rate applications; can you help?,"An object moves with varying speed as shown by the speed-time graph below. (a) Determine the object's acceleration at \( t = 7 \) seconds. (b) Calculate the distance covered by the object in the initial 8 seconds. (c) If the object travels a distance of 400 meters within the first \( m \) seconds, determine the value of \( m \). (d) Draw a distance-time graph representing the object's motion during these initial \( m \) seconds.",m=12,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object.",0.8229166666666666,0.42014570503721677
False,4,True,01JF77RFYMXSGBDJ6CX4B5F6ZK,Can you provide practice problems on finding the probability of single events?,"A classroom storage box contains 25 markers: 8 are red, 12 are blue, and 5 are green. Linda selects one marker at random. What is the probability that the marker she selects is not blue?",\(\frac{13}{25}\),674dcd9eb00b977d048c9304,"A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,,,0.5989583333333334,0.20947842480100543
False,4,True,01JF77RQA4GKF0EHQX51VNX5F4,I need exercises involving probability of single events; can you help?,"A basket contains 50 fruits consisting of 20 apples, 15 oranges, and 15 bananas. Robert picks one fruit at random from the basket. (i) What is the probability that the fruit he picks is neither an apple nor an orange? Express your answer in its simplest form.",\frac{3}{10},"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcddfb00b977d048c9350","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.","There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",,0.6692406692406693,0.3301670795872683
False,4,True,01JF77R24DJE06TJ4NRMFHX63J,Do you have any sample questions on applying rates to real-life problems?,"An object is moving such that its velocity-time graph shows constant acceleration for the first k seconds, followed by constant deceleration for the next k seconds until it halts. (a) Calculate the object's acceleration if its speed changes from 0 to 20 m/s in 5 seconds during the initial phase. (b) Determine the total distance covered during these two phases if k = 5 seconds. (c) If the total distance covered in these 10 seconds is 100 meters, find the value of k. (d) Illustrate the motion on a velocity-time graph, marking key points for both acceleration and deceleration phases.",k=5seconds,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object.",0.8632879045996593,0.43883526553394125
False,4,True,01JF77RRDRH74K09JS4HR54HC3,Where can I find practice questions on basic probability?,"A jar contains a total of 50 candies consisting of 18 strawberry, 12 lemon, and 20 apple flavored candies. Linda takes one candy at random from the jar. What is the probability that the candy is not lemon flavored?",\(\frac{19}{25}\),674dcd9eb00b977d048c9304,"A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,,,0.5841121495327103,0.22827487404330604
False,4,True,01JF77S1BBTMM903ZSRQ6GVJJ3,Do you have any sample questions on calculating probabilities of single events?,"Imagine a basket containing 50 ripe fruits. Among them, there are 18 apples, 12 oranges, and 20 bananas. If a fruit is chosen at random, what is the probability that the chosen fruit is an apple or a banana?",\frac{19}{25},"674dcd9eb00b977d048c9304,674dcddfb00b977d048c9350","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.","There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",,,0.7067175871523698,0.2850620461380575
False,4,True,01JF77R721HDPX05265ZDS3RRH,Could you give me some problems to practice rates in real-world contexts?,An object is moving with a varying speed given by the speed-time graph for the initial k seconds. (a) Determine the acceleration at time \( t = 7 \) seconds. (b) Calculate the total distance covered in the first 12 seconds. (c) The object covers a distance of 600 meters in the first k seconds. Find the value of k. (d) Sketch the speed-time graph on the provided axes for the initial k seconds.,k=8(illustrativeanswer),"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object.",0.799367088607595,0.412382617700417
False,4,True,01JF77S2XZ5YD3B6CXR388Z7WR,Can you provide practice problems on solving simultaneous equations using elimination?,Consider two roads intersecting such that the path followed by a car at any time is described by the equations: \( 5x - y = 7 \) and \( x + y = 9 \). What are the coordinates of the intersection point?,"\(x=\frac{8}{3},y=\frac{19}{3}\)",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.7213930348258707,0.39725820874870144
False,4,True,01JF77S2N5GPF56SBQWRHWM2JZ,Could you give me some problems to practice finding probability of single events?,"In a garden, there are three types of flowers: 18 are roses, 12 are tulips, and 10 are daffodils. A flower is picked at random from the garden. What is the probability that the picked flower is not a tulip? Express your answer in simplest form.",\(\frac{7}{10}\),674dcd9eb00b977d048c9304,"A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,,,0.6926229508196722,0.31405965391621127
False,4,True,01JF77SAC7V7VFVWX1Q3KQHC9J,I need exercises involving elimination method for simultaneous equations; can you help?,Solve the simultaneous equations: \( 5x + 3y = 14 \) and \( -2x + y = 5 \).,"x=-\frac{1}{11},y=\frac{53}{11}","674dcd9fb00b977d048c9306,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,,,0.11333333333333334,0.038384572273825635
False,4,True,01JF77SMYH0SGB4Y162N634A4K,Can you provide practice problems on evaluating algebraic formulas?,"For the linear equation \( y = mx + c \), solve for \( y \) when \( x = 4 \), \( m = -3 \), and \( c = 5 \).",-7,674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,,0.49074074074074076,0.27438940948981116
False,4,True,01JF77SE6V4E8733G7X62PD97D,Do you have any sample questions on elimination method for simultaneous equations?,"A farmer is planting two types of crops, A and B. Each unit of crop A requires 4 hours of labor and 3 units of fertilizer, while each unit of crop B requires 2 hours of labor and 5 units of fertilizer. The farmer has a total of 40 hours of labor and 50 units of fertilizer available. Determine how many units of each crop the farmer should plant by solving the following simultaneous equations:
\[ 4a + 2b = 40 \]
\[ 3a + 5b = 50 \] where \(a\) and \(b\) are the units of crops A and B, respectively.","a\approx7,b\approx6",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.884,0.5339782889635565
False,4,True,01JF77SBS40JNKPF5CBQKB96WZ,Where can I find practice questions on solving equations by elimination?,"A rectangle has a perimeter of 38 cm. If the length of the rectangle is given by \( 3x + 2y \) cm and the width is described as \( x + 3y \) cm, write down and solve the simultaneous equations to find the length and width of the rectangle.","x=2,y=3","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,,0.7712691771269178,0.40692670234557404
False,4,True,01JF77SH28G70S8M7YKK20DPZB,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations for the total cost:
1. A bag of apples and two bags of oranges cost a total of $26.
2. Four bags of apples and a bag of oranges cost a total of $40.
Find the cost of one bag of apples (\(x\)) and one bag of oranges (\(y\)).","x=\(\frac{54}{7}\),y=\(\frac{64}{7}\)","674dcd9fb00b977d048c9306,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,,,0.77734375,0.38691811579872126
False,4,True,01JF77SWDGVGRQ9CXG1NDG03ZB,I need exercises involving evaluating algebraic expressions; can you help?,"An equation is given as \( z = 3py - 4m \). Determine the value of \( p \) when \( z = -10 \), \( y = 3 \), and \( m = 2 \).",\(p=\frac{-2}{9}\),674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,,0.5080645161290323,0.31411290322580643
