use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text
FALSE,1,FALSE,01JF745NXJSJKDW8Y5KMY00YED,Where can I find practice questions on angles in circles?,"Consider a circle with center O and points P, Q, X, and Y on its circumference. PX and QY are tangents to the circle at points X and Y, respectively. \(\angle XOY = 164^\circ\) and \(\angle PYX = 48^\circ\). (a) Determine the value of (i) \(\angle XPY\), (ii) \(\angle XMY\) where M is on the arc XOY. (b) Is OY parallel to PX? Justify your answer.","(i)\(16^\circ\),(ii)\(82^\circ\);OYisnotparalleltoPX.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
FALSE,1,FALSE,01JF745FEEA1MW64TJ8JM3TWCG,I need exercises involving angle properties in circle geometry; can you help?,"E, F, G, and H lie on a circle, center O. EQ is a tangent to the circle at E and GQ is a tangent to the circle at G. \( \angle EOF = 130^\circ \text{ and } \angle FEG = 38^\circ. \) (a) Determine (i) \( \angle EHG, \) (ii) \( \angle EFG. \) (b) Is OG parallel to FE? Justify your answer.","(i)\(50^\circ\),(ii)\(50^\circ\),(b)No,OGisnotparalleltoFE.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
FALSE,1,FALSE,01JF745ENFB573TQ6ZN3GJXD3Q,Can you provide practice problems on applying angle properties of circles?,"In a circle with center O, points E and F are external to the circle. Line segment EQ is tangent to the circle at E, and line segment FQ is tangent to the circle at F. Provided that \(\angle EOF = 128^\circ\) and \(\angle FEQ = 48^\circ\). (a) Determine the value of (i) \(\angle EGF\), (ii) \(\angle EFQ\). (b) Determine whether line OE is parallel to line QF. Provide justification for your answer.","(i)64^\circ,(ii)132^\circ,OEisparalleltoQF.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
FALSE,1,FALSE,01JF745TQB8RA47175134XGGW5,Do you have any sample questions on angle properties of circles?,"Points P, Q, R, and S are located on a circle with center O. TP is a tangent to the circle at P, and TQ is a tangent to the circle at Q. \( \angle POR = 118^\circ \) and \( \angle QTP = 37^\circ \). (a) Determine the measure of (i) \( \angle PSQ \), (ii) \( \angle PRQ \). (b) Are the lines OQ and TP parallel? Provide justification for your answer.","(i)\(59^\circ\),(ii)\(121^\circ\).OQandTParenotparallel.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
FALSE,1,FALSE,01JF746SXEH4D5725QNT4PAV81,Where can I find practice questions on rates in practical situations?,"A speedboat accelerates uniformly from rest and its speed-time graph for the first few seconds is shown below. (a) Determine the acceleration at the instant when time, \( t = 4 \) seconds.",\(a=\frac{v}{4}\),674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
FALSE,1,FALSE,01JF746CWQDP6KNNZ9ZV97ECH8,Could you give me some problems to practice applying angle properties in circles?,"Points P, Q, R, and S are on a circle centered at O. PQ is a tangent to the circle at P, and QR is a tangent at Q. If \( \angle POR = 130^\circ \) and \( \angle SPQ = 50^\circ \), find: (a) (i) \( \angle PSR \) (ii) \( \angle PQR \) (b) Determine whether line OR is parallel to line PS with an explanation.","(i)\(25^\circ\),(ii)\(50^\circ\)",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
FALSE,1,FALSE,01JF746S5HNVB0YN1RQW1Z5SRN,I need exercises involving real-world rate applications; can you help?,"A train moves along a straight track, and the speed-time graph for the first 10 seconds of its journey is depicted in a diagram. (a) Calculate the acceleration of the train at time \( t = 7 \).","Theaccelerationat\(t=7\)is\(x\,\text{m/s}^2\)(valuetobedeterminedbasedonthegraph).",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
FALSE,1,FALSE,01JF7478E9ATY8DVPHGBHBTZ1H,Do you have any sample questions on applying rates to real-life problems?,"An elevator ascends vertically with a speed-time graph mapping its motion over the first k seconds. (a) Calculate the acceleration of the elevator when time, \( t = 10 \) seconds, assuming the graph exhibits a linear increase in speed during this period.",2\text{m/s}^2,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
FALSE,1,FALSE,01JF747907HBJR63W76NN378QY,Could you give me some problems to practice rates in real-world contexts?,"A car moves along a straight road, and the speed-time graph for the first k seconds of its journey is shown. (a) Determine the acceleration of the car at time \( t = 5 \text{ seconds} \).",\(a=3\text{m/s}^2\),674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
FALSE,1,FALSE,01JF746QVK3FJ8KPV4AR6AK27M,Can you provide practice problems on applying rates in real-world contexts?,"A car travels along a straight path, and the diagram shows its speed-time graph for the first 8 seconds of its journey. (a) Calculate the car's acceleration at \( t = 3 \) seconds.","Theaccelerationis\(x\)\(\text{m/s}^2\),where\(x\)wouldbefoundfromthespecificgraphprovided.",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
FALSE,1,FALSE,01JF747PP7K2GCY1AF62NMMFKQ,I need exercises involving probability of single events; can you help?,"(d) In a week, Sophia recorded the amounts of daily rain as follows: [5 mm, 1 mm, 0 mm, 3 mm, 7 mm, 8 mm, 4 mm]. Sophia picks one day at random from this week. Calculate the probability that the rainfall on that day was at least 2 mm.",\(\frac{5}{7}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
FALSE,1,FALSE,01JF747PC1D9DSD1CENC50H0YJ,Can you provide practice problems on finding the probability of single events?,"In a small town, the number of cloudy days with rain recorded over a month are as follows: Anil observed rain measurements of 0 mm for 5 days, 1 mm for 6 days, 2 mm for 7 days, 3 mm for 4 days, and 4 mm for 8 days. If Anil randomly selects one day from this month, what is the probability that the rainfall on that day was at least 3 mm?",\(\frac{2}{5}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
FALSE,1,FALSE,01JF747ZJ6VMG7HCRGEEQEPJQ4,Could you give me some problems to practice finding probability of single events?,"(c) Maria randomly selects one day in April to observe. Determine the probability that on that day, the rainfall was at least 5 mm.",0.4,674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
FALSE,1,FALSE,01JF747QS2J4Q5MN86H7NWC36R,Where can I find practice questions on basic probability?,"Maria chooses a random day from her travel journal, which records the temperatures for each day of her vacation. Estimate the probability that on the chosen day, the temperature was at least 25 degrees Celsius.",\(P(\text{temperature}\geq25)=\frac{\text{favorableoutcomes}}{\text{totaloutcomes}}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
FALSE,1,FALSE,01JF747SP7YA209JBMWX4GBDNP,Do you have any sample questions on calculating probabilities of single events?,"(c) Claire randomly selects one of the days from the past week. Calculate the probability that on that day, the temperature was 25°C or higher.",\(\frac{3}{7}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
FALSE,1,FALSE,01JF7483635K9TSJW8HMF7XS4M,Can you provide practice problems on solving simultaneous equations using elimination?,"A store sells two types of pencils: red pencils and blue pencils. The total cost of 7 red pencils and 2 blue pencils is $8, and the total cost of 3 red pencils minus the cost of a blue pencil is $3. Determine the cost of one red pencil and one blue pencil.",Thecostofoneredpencilis\(\frac{14}{13}\)dollarsandthecostofonebluepencilis\(\frac{3}{13}\)dollars.,674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
FALSE,1,FALSE,01JF7486K50750BZZ8918A07BT,I need exercises involving elimination method for simultaneous equations; can you help?,"A farmer needs to plant exactly 8 acres of two types of crops: corn and wheat. Each acre of corn yields 7 units of profit, and each acre of wheat yields 2 units of profit. The farmer aims to maximize profit such that the profit from corn minus the profit from wheat equals 3 units. How many acres of corn and wheat should the farmer plant? Solve the equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \), where \( x \) represents acres of corn and \( y \) represents acres of wheat.","Corn=\(\frac{14}{13}\)acres,Wheat=\(\frac{3}{13}\)acres",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
FALSE,1,FALSE,01JF748DP314GR09EMTG1HH9AB,Could you give me some problems to practice solving simultaneous equations by elimination?,Solve the simultaneous equations: \( 5a + 3b = 12 \) and \( 2a - b = 4 \).,"\(a=\frac{24}{11},b=\frac{4}{11}\)",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
FALSE,1,FALSE,01JF748ABPNS9NAC4DVJTJ7CW4,Do you have any sample questions on elimination method for simultaneous equations?,"A store sells pens and notebooks. If 7 pens and 2 notebooks cost $8, and 3 pens minus one notebook costs $3, find the cost of one pen and one notebook using simultaneous equations.","\(x=\frac{14}{13},y=\frac{3}{13}\)",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
FALSE,1,FALSE,01JF7487M85B5BS4YMD3ZB32FX,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations: \( 5x + 4y = 18 \) and \( x - 3y = -7 \).,"x=2,y=3",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
FALSE,1,FALSE,01JF748R3C0NTVZACCBF9W5N0Q,I need exercises involving evaluating algebraic expressions; can you help?,"Given that 3^{20} \times 9 = 27^y, \text{ find the value of } y.",\frac{22}{3},674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
FALSE,1,FALSE,01JF748JKM6CMZVDM6RGARGS1F,Can you provide practice problems on evaluating algebraic formulas?,Find the value of \( x \) such that \( 4^{16} = 3 \times 12^x \).,16,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
FALSE,1,FALSE,01JF748R4VJ6HYAECD1YXAKP9K,Where can I find practice questions on evaluating formulas?,"If 4^{16} \times 3 = 9 \times 2^{2y}, \text{ find the value of } y.",16,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
FALSE,1,FALSE,01JF748SDH7T6AF7PKXP8Z0RHH,Do you have any sample questions on evaluating algebraic equations?,"If 5^{12} \times 2 = 4 \times 10^y, \text{ find the value of } y.",12,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
FALSE,1,FALSE,01JF749261HTD14219S7JVAV7T,Could you give me some problems to practice evaluating algebraic formulas?,A quantity that equals \( 2^{16} \times 4 = 9^y \times 3 \). Find the value of \( y \).,y=9,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
FALSE,1,FALSE,01JF749TN54X4QVHS49WQ0555Y,What is the Fibonacci sequence used for in real life?,"Alan has 180 bananas, 240 oranges, and 300 apples that he wants to distribute equally among a certain number of fruit baskets without any leftover fruits. What is the greatest number of fruit baskets that can be made evenly? Then, specify how many of each fruit will go into each basket.",60,"674dcda1b00b977d048c9309,674dcda0b00b977d048c9308",(ii) State the number of each fruit in a fruit basket.,"Mary needs to pack 210 oranges, 252 apples and 294 pears into identical fruit baskets. (i) What is the largest possible number of fruit baskets that can be packed?",,
TRUE,1,FALSE,01JF749VX3ET2T1YFDNC05YE4D,Can you provide practice problems on multiplying two matrices?,"The admission tickets to the Ocean Aquarium are $45 for an adult, $30 for a child, and $25 for a senior citizen. On a particular Monday, there were 200 adults, 240 children, and 20 senior citizens who visited the Ocean Aquarium, and on a particular Tuesday, there were 220 adults, 260 children, and 15 senior citizens who visited the Ocean Aquarium.

The number of visitors on Monday and Tuesday can be represented by the matrix 
\[ V = \begin{pmatrix} 200 & 240 & 20 \\ 220 & 260 & 15 \end{pmatrix}. \]

(i) Write a $3 \times 1$ matrix, $P$, to represent the price of the admission tickets.

(ii) Find the matrix $T = VP$.

(iii) Explain what each of the elements of matrix $T$ represents.

(iv) Find the total revenue collected from the sales of the tickets for the 2 days.","T=\begin{pmatrix}15100\\16375\end{pmatrix},Totalrevenue=$31,475",674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,,
TRUE,1,FALSE,01JF749WK5NZ7SHSH8MSXHQH84,I need some exercises involving matrix multiplication; can you help?,"The prices for concert tickets are $60 for an adult, $40 for a child, and $25 for a senior. On a certain weekend, the attendance for Saturday and Sunday can be represented by the matrix:
\[ A = \begin{pmatrix} 150 & 200 & 18 \\ 175 & 225 & 23 \end{pmatrix} \]
where the columns respectively indicate the number of adults, children, and seniors attending.

(i) Write a 3 x 1 matrix, \( B \), to represent the ticket prices.
(ii) Calculate the matrix \( C = AB \).
(iii) Interpret the elements of matrix \( C \).
(iv) Determine the total revenue from ticket sales over the weekend.",$25675,674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,,
TRUE,1,FALSE,01JF749X629QNYSRA0MW5M6ZF6,Where can I find practice questions on multiplication of matrices?,"A wildlife park offers entrance tickets at $40 for adults, $25 for students, and $15 for seniors. On a specific Thursday, there were 180 adults, 300 students, and 20 seniors who visited the park. On Friday, 210 adults, 320 students, and 25 seniors visited the park. The visitor count on Thursday and Friday can be represented by the matrix \( V = \begin{pmatrix} 180 & 300 & 20 \\ 210 & 320 & 25 \end{pmatrix} \).

(i) Construct a \( 3 \times 1 \) matrix, \( P \), to represent the prices of the tickets.

(ii) Calculate the matrix \( T = VP \).

(iii) Explain what each element of \( T \) represents.

(iv) Determine the total revenue from the ticket sales over these two days.",$25225,674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,,
TRUE,1,FALSE,01JF74A7N61PC34SD2JBSJ68TG,Do you have any sample questions on multiplying two matrices?,"A concert hall sells tickets for $45 for adults, $30 for students, and $25 for seniors. On a specific day, 150 adults, 200 students, and 30 seniors attended the concert. The following day, 180 adults, 220 students, and 40 seniors attended. The attendance can be represented by the matrix \( A = \begin{bmatrix} 150 & 200 & 30 \\ 180 & 220 & 40 \end{bmatrix} \).

(i) Write a \(3 \times 1\) matrix, \( C \), to represent the cost of the tickets.

(ii) Calculate the matrix \( B = AC \).

(iii) Explain what each element of matrix \( B \) represents.

(iv) Determine the total revenue generated from ticket sales over the two days.","$19,950",674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,,
