use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text
False,3,False,01JF763ESYGZZT3E8JEK92B19D,Can you provide practice problems on applying angle properties of circles?,"Points P, Q, R and S lie on the circumference of a circle with center O. PQ and PS are tangents to the circle. Given that \( \angle POR = 150^\circ \) and \( \angle QPS = 35^\circ \), determine (a) (i) \( \angle PRS \), (ii) \( \angle PQS \). (b) Is PS parallel to OR? Justify your answer.","\anglePRS=75^\circ,\anglePQS=35^\circ.PSisnotparalleltoOR.","674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }",,
False,3,False,01JF763N0JSQXZZQS98A7ZT6YX,Where can I find practice questions on angles in circles?,"E, G, F, and H lie on a circle with center O. EQ is a tangent to the circle at E and FQ is a tangent to the circle at F. \angle EOF = 150^\circ \text{ and } \angle HEQ = 36^\circ. \text{ (a) Determine the measure of (i) } \angle EHF, \text{ (ii) } \angle EHF. \text{ (b) Discuss if OF could be parallel to EH. Justify your answer.}","(i)75^\circ,(ii)54^\circ.No,OFisnotparalleltoEHbecausethecorrespondinganglesarenotequal.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,3,False,01JF763G2R0H21K4Z5P3JXT4EW,I need exercises involving angle properties in circle geometry; can you help?,"A circle with center O has points A, B, C, and D lying on its circumference. A tangent from point P touches the circle at A, and another tangent from the same point P touches the circle at C. Given that \( \angle AOC = 160^\circ \) and \( \angle BAP = 50^\circ \), determine the following: (a) Calculate the measure of (i) \( \angle ADB \) and (ii) \( \angle ACB \). (b) Are the lines OB and CD parallel? Provide a justification based on circle properties.","(i)\(100^\circ\),(ii)\(100^\circ\);OBisnotparalleltoCD.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,3,False,01JF763RVYH062JX30S916PEC3,Do you have any sample questions on angle properties of circles?,"Consider the circle with points P, Q, R, and S on its circumference and center at O. The tangents PT and QV are drawn from the points P and Q respectively. Given that \( \angle POR = 129^\circ \) and \( \angle RTP = 37^\circ \). (a) Determine the value of (i) \( \angle PSR \), (ii) \( \angle PRQ \). (b) Determine if the line PQ can be considered parallel to OT. Provide reasoning for your conclusion.","AnglePSR=64.5degrees,AnglePRQ=115.5degrees.PQandOTarenotparallel.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,3,False,01JF7642GTY9KSMQ2J74DQ7EBP,Could you give me some problems to practice applying angle properties in circles?,"Points P, Q, R, and S lie on a circle with center O. QR is a diameter of the circle, and angles \( \angle QPR = 36^\circ \) and \( \angle QRS = 77^\circ \). (a) Find the value of (i) \( \angle QSR \), (ii) \( \angle PSR \). (b) Is PS parallel to QR? Justify your answer.","(a)(i)\(90^\circ\)(ii)\(54^\circ\)(b)No,PSisnotparalleltoQR.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,3,False,01JF764KH2AC7MV0FCNWA0XMB9,I need exercises involving real-world rate applications; can you help?,A vehicle's speed-time graph illustrates its motion over a span of k seconds. (a) Determine the vehicle's acceleration at \( t = 3 \). (b) Calculate the total distance traveled during the first 12 seconds of motion.,Dependsonthecontextgiveninthegraph,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,
False,3,False,01JF764HPMBZWNCPB7RE27E46N,Can you provide practice problems on applying rates in real-world contexts?,"A cyclist starts from rest and accelerates uniformly. The diagram represents her velocity-time graph for the first k seconds. (a) Determine the velocity at t = 6 seconds. (b) Compute the total distance covered in the first 12 seconds if she decelerates uniformly to a stop after reaching a maximum velocity of 24 m/s. (c) If the total distance covered in the first k seconds is 432 meters, find the value of k.","(a)Velocityatt=6is12m/s,(b)Totaldistancecoveredinfirst12secondsis216meters,(c)Valueofkis9seconds.","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,
False,3,False,01JF765F1MBNSFR1EJGJJWCW37,Can you provide practice problems on finding the probability of single events?,"Emma has a box with 50 marbles. Among them, 18 are red, 12 are green, and the rest are yellow. She draws a marble at random from the box. (a) Determine the probability that the marble is either red or yellow.",\frac{19}{25},"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,
False,3,False,01JF764WB0GADGJ80TCF3TYKED,Do you have any sample questions on applying rates to real-life problems?,"A car is moving along a straight road and its motion is represented by a velocity-time graph. (a) Calculate the acceleration of the car at time \( t = 6 \) seconds. (b) Determine the total distance covered by the car in the first 12 seconds. (c) Given that the total distance covered in the first \( n \) seconds is 600 m, find the value of \( n \).",(a)Theaccelerationat\(t=6\)is[calculatespecificvalue].(b)Thetotaldistanceis[calculatedistance].(c)Thevalueof\(n\)is[calculaten].,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,
False,3,False,01JF764VFTRG66PYANVSJ4PX5E,Where can I find practice questions on rates in practical situations?,"An object moves along a straight path, and its velocity-time graph is depicted for an initial time period. (a) Determine the object's acceleration at time \( t = 3 \) seconds. (b) Calculate the total distance covered by the object in the initial 8 seconds. (c) If the total displacement in the first \( k \) seconds is 650 meters, determine the value of \( k \).","Answerfor(a):Accelerationat\(t=3\)m/s²,Answerfor(b):DistanceiscalculatedtobeDmeters,Answerfor(c):Thevalueof\(k\)isdeterminedtobe\(k\)seconds.","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,
False,3,False,01JF765QDSTHZCSHTRJYT04PPR,I need exercises involving probability of single events; can you help?,A dice thrown by Julie lands on a number at random. The dice has numbers 1 through 6. Determine the probability that the result is an odd number or a number greater than 4.,\(\frac{2}{3}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,
False,3,False,01JF765S8Q0FBT2WJQBJCX9ZPC,Where can I find practice questions on basic probability?,"A basket contains 50 fruits consisting of apples, bananas, and pears. There are 10 apples, 20 bananas, and 20 pears. Julie picks one fruit at random from the basket. What is the probability that the fruit is either a banana or a pear?",\(\frac{4}{5}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,
False,3,False,01JF765VCTJSHAG1THHZTX7M5M,Do you have any sample questions on calculating probabilities of single events?,"In a blend of different types of candies, there are 60 candies. 18 are chocolate-flavored, 12 are strawberry-flavored, and the rest are vanilla-flavored. Helen randomly selects one candy. (a) What is the probability that the candy is vanilla-flavored?",\(\frac{1}{2}\),674dcd9eb00b977d048c9304,"A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,,
False,3,False,01JF7660RXHSSZZW44E9ZDM2D2,Could you give me some problems to practice finding probability of single events?,"A bag contains 50 marbles in total, comprising 10 red marbles, 20 blue marbles, and 20 green marbles. If a marble is drawn at random, what is the probability that it is either blue or green?",\(\frac{4}{5}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,
False,3,False,01JF765980P892JTSRWA2Q04KY,Could you give me some problems to practice rates in real-world contexts?,"A car's speed-time graph shows its journey. (a) Determine the acceleration at \( t = 7 \) seconds. (b) Calculate the total distance covered in the first 12 seconds. (c) If the car travels a total distance of 600 meters within the first \( m \) seconds, find the value of \( m \).","\(a=\text{accelerationvalueat}t=7\),\(\text{Distanceat12seconds}=\text{calculateddistance},\(m=\text{determinedvaluebasedongraph}\)seconds.","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,
False,3,False,01JF7666WDCTMKRNYM2H2EN4AW,I need exercises involving elimination method for simultaneous equations; can you help?,"A rectangular garden has a perimeter of 50 meters, given by the equation \( 2x + 2y = 50 \), where \( x \) is the length and \( y \) is the width. It is also known that the length is twice the width. Form two simultaneous equations to model this scenario and solve them to find the dimensions of the garden.","x=\frac{50}{3}\text{m},y=\frac{25}{3}\text{m}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",,
False,3,False,01JF7660XCW9G3AF3N5ZZSDJ66,Can you provide practice problems on solving simultaneous equations using elimination?,"Two friends are comparing their savings. If the sum of their savings is $520, and the second friend has $80 more than twice the savings of the first friend, find out how much each friend has saved. Formulate this mathematical problem using a system of equations, and solve it using the method of elimination.","Firstfriendsaved$146.67,secondfriendsaved$373.34.",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
False,3,False,01JF7668SEYVXM3PVC6CZYWQW1,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations: \( 2x + 3y = 12 \) and \( 5x - 4y = 9 \).,"\(x=-3,y=6\)","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",,
False,3,False,01JF7669KJTKCM88GTTJJ8J9R0,Do you have any sample questions on elimination method for simultaneous equations?,"Given two different-shaped granite tiles, Tile A has dimensions represented by \( (3x + 2y) \) cm and \( (5x - 4) \) cm, while Tile B is defined by \( (7y - 2x) \) cm and \( (2x + 3) \) cm. These two tiles are said to have equal perimeters. (a) Write down two simultaneous equations in terms of \( x \) and \( y \) based on this information. (b) Solve the simultaneous equations to determine the dimensions of Tile A when \( x \) and \( y \) are determined.","x=2,y=3","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",,
False,3,False,01JF76729004TT47A5DC77X0HM,Where can I find practice questions on evaluating formulas?,"If the equation \( y = mx + b \) holds, find the value of \( y \) when \( m = 7 \), \( x = 2 \), and \( b = -3.5 \).",10.5,674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
False,3,False,01JF766TQ8B4C0MF992DGZFTHD,I need exercises involving evaluating algebraic expressions; can you help?,"If \( c = 3mw - np \), find \( m \) when \( c = 12 \), \( n = 4 \), \( p = 7 \), and \( w = 2 \).",m=\frac{20}{3},674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
False,3,False,01JF76799K9G87MR4Z4YD9W3PG,Do you have any sample questions on evaluating algebraic equations?,"Solve for \( x \) in the equation \( x + y \cdot z = p \), given that \( p = 20 \), \( y = 2 \), and \( z = 3 \).",14,674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
False,3,False,01JF766Q402QSQ9YS6EM4YW6WK,Can you provide practice problems on evaluating algebraic formulas?,"In the equation \( n = 3mp + yq \), find the value of \( y \) when \( n = 10 \), \( m = 2 \), \( p = 4 \), and \( q = 5 \).",y=-\frac{14}{5},674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
False,3,False,01JF766J0WP8S4BKE4VRW8X2TB,Could you give me some problems to practice solving simultaneous equations by elimination?,"Emma is designing a pennant where the lengths of its three equal sides are represented by the expressions \((2x + 3y)\) cm, \((5x - 2y)\) cm, and \((3y + 4 - x)\) cm. (a) Write down a pair of simultaneous equations from this information, given that all sides are equal. (b) Solve these equations to determine the dimensions Emma uses.","Let\(x=1\),then\(y=\frac{3}{5}\)andthedimensionsare\((2+\frac{9}{5})\)cm,\((5-2\times\frac{3}{5})\)cm,and\((3\times\frac{3}{5}+4-1)\)cmwhichsimplifytoapproximatelyequallengths.","674dcdccb00b977d048c932a,674dcdccb00b977d048c932b","ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,,
False,3,False,01JF767DPD3PV611C4JQBEQ902,Could you give me some problems to practice evaluating algebraic formulas?,"Given \( C = 3dm - yn \), find \( y \) when \( C = 12 \), \( d = 1 \), \( m = 4 \), and \( n = 6 \).",y=0,674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
