use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text
False,1,True,01JF74SPMSNABYX1HA144RN4CQ,Can you provide practice problems on applying angle properties of circles?,"Given a circle with center O, points P, Q lie outside the circle, and points X, Y, and Z lie on the circle. If PQ is tangent to the circle at X and QZ is tangent to the circle at Z, with \( \angle POX = 136^\circ \) and \( \angle QYZ = 34^\circ \), determine: (a) the measure of \( \angle XYZ \) and \( \angle PXZ \). (b) Discuss whether OQ is parallel to PZ.","\(\angleXYZ=22^\circ,\anglePXZ=44^\circ\).OQisnotparalleltoPZ.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,1,True,01JF74T8RP6JBX31RNPGYFRXJ2,Do you have any sample questions on angle properties of circles?,"In the diagram, points E, F, G, and H lie on a circle with center M. EF is a tangent to the circle at F and GH is a tangent to the circle at G. Given that \( \angle FMG = 128^\circ \) and \( \angle EFG = 38^\circ \), find the following: (a) Calculate (i) \( \angle FHG \), (ii) \( \angle EHG \). (b) Determine if line HG is parallel to line EF and justify your reasoning.","(a)(i)64degrees,(ii)38degrees;(b)Yes,becausecorrespondinganglesareequal,suggestingparallellines.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,1,True,01JF74T01RK1BT3A5MYD6RVEJ5,I need exercises involving angle properties in circle geometry; can you help?,"In a circle centered at point \( O \), four points \( X \), \( Y \), \( Z \), and \( W \) are given such that \( XY \) is a tangent to the circle at \( X \) and \( ZW \) is a tangent to the circle at \( Z \). If \( \angle XOZ = 138^\circ \) and \( \angle WXY = 48^\circ \), find: (a) (i) \( \angle XZW \), (ii) \( \angle XWZ \). (b) Determine if line \( OZ \) is parallel to \( XY \) and provide your reasoning.","(a)(i)\(\angleXZW=48^\circ\),(ii)\(\angleXWZ=132^\circ\).(b)No,\(OZ\)isnotparallelto\(XY\).",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,1,True,01JF74TKRDVGXP6NAF8CE27J5X,Can you provide practice problems on applying rates in real-world contexts?,A runner's speed-time graph is shown for the initial 10 seconds of her sprint. (a) Determine the acceleration at the 7-second mark.,"Theaccelerationis\(a\)m/s²,basedonthespecificspeedsgivenat6and8secondsonthegraph.",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
False,1,True,01JF74VCJ1JBFRTS5R5584KF7T,Where can I find practice questions on rates in practical situations?,A car accelerates uniformly from a speed of 10 m/s to a speed of 25 m/s in 6 seconds. What is the acceleration of the car during this period?,2.5m/s^2,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
False,1,True,01JF74T8PM7E1H0XPB5CVEZN6C,Where can I find practice questions on angles in circles?,"In a circle with center \( O \), points \( X, Y, Z \) are on the circumference such that \( XY \) is a diameter. The tangent at \( X \) meets a line through \( Z \) at point \( P \). Given \( \angle XOZ = 118^\circ \) and \( \angle ZXP = 40^\circ \), find: (a) (i) \( \angle XYZ \), (ii) \( \angle XZY \). (b) Is \( PO \) perpendicular to \( XZ \)? Justify your answer.","(a)(i)\(\angleXYZ=121^\circ\),(ii)\(\angleXZY=59^\circ\).(b)No,\(PO\)isnotperpendicularto\(XZ\).",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,1,True,01JF74TX8FVZR3NSTRCBPKQNJX,I need exercises involving real-world rate applications; can you help?,The graph provided represents the speed-time relationship for an object over the first m seconds. (a) Calculate the acceleration at the time when \( t = 7 \) seconds.,\(a=\frac{v_2-v_1}{2}\),674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
False,1,True,01JF74VR9V0BT7J7GR7REQJ94P,Can you provide practice problems on finding the probability of single events?,"A board game includes various cards, with 15 cards showing animals, 10 cards showing plants, and 5 cards depicting weather patterns. If a card is drawn at random, what is the probability that the card shows plants?",\(\frac{1}{3}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
False,1,True,01JF74TGY844Z9HDWBW2TXK12Z,Could you give me some problems to practice applying angle properties in circles?,"In a circle with center O, points W, X, Y, and Z lie on the circumference. WP and XP are tangents to the circle at points W and X respectively. Given that \( \angle WOX = 150^\circ \) and \( \angle YWP = 36^\circ \), (a) calculate the measures of (i) \( \angle WZX \), (ii) \( \angle WYX \). (b) Determine if line OX is parallel to line WZ. Justify your response.","(i)\(\angleWZX=75^\circ\),(ii)\(\angleWYX=54^\circ\),(b)No,OXisnotparalleltoWZ.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,1,True,01JF74VMW6KZ3KES6Y5Q28HW38,Do you have any sample questions on applying rates to real-life problems?,The graph below shows the velocity-time relationship for an object moving in a straight line. The velocity is given in meters per second. (a) Compute the object's acceleration at time \( t = 3 \) seconds if the velocity at \( t = 2 \) seconds is \( 4 \text{ m/s} \) and at \( t = 4 \) seconds is \( 10 \text{ m/s} \).,3\text{m/s}^2,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
False,1,True,01JF74VN2HWHDK334TFYH6CF5C,Could you give me some problems to practice rates in real-world contexts?,The graph below represents the velocity-time graph for an object moving in a straight line for the first k seconds. (a) Determine the acceleration of the object at time \( t = 6 \) seconds.,"\(a=3\,\text{m/s}^2\)",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
False,1,True,01JF74VZPS3WHX8QFH34H168H5,I need exercises involving probability of single events; can you help?,"A box contains marbles of three different colors: 8 are red, 7 are blue, and 10 are green. Mary picks one marble at random from the box. What is the probability that the chosen marble is not blue?",\(\frac{18}{25}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
False,1,True,01JF74W45X2HWTPEGSPEC2Y926,Do you have any sample questions on calculating probabilities of single events?,"A farmer records the amount of grain produced from a specific field over a ten-day period. The records show that on 3 days the production was less than 50 kg, on 4 days the production was between 50 kg and 80 kg, and on 3 days the production exceeded 80 kg. If one of these days is selected at random, what is the probability that the grain production exceeded 80 kg?",\(\frac{3}{10}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
False,1,True,01JF74W030NKEH606VYVF1NWYC,Where can I find practice questions on basic probability?,"(c) Emily randomly selects one of these months. What is the probability that, in that month, the average temperature was at least 25°C?",\frac{Number\of\months\\geq\25\degreeC}{Total\number\of\months},674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
False,1,True,01JF74W67F6CXGH5BNMDVG5TA6,Could you give me some problems to practice finding probability of single events?,"(a) A jar containing jellybeans has red, green, and yellow jellybeans. If there are 4 red, 7 green, and 9 yellow jellybeans, what is the probability that a randomly selected jellybean is not red?",\(\frac{4}{5}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
False,1,True,01JF74W7MQS0FAPARV9WA7VDSJ,Can you provide practice problems on solving simultaneous equations using elimination?,Solve the simultaneous equations: \( 5x + 3y = 9 \) and \( -2x + 4y = 10 \).,"x=\frac{3}{13},y=\frac{34}{13}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
False,1,True,01JF74WK0JS74172KAJ36XJ7TA,Do you have any sample questions on elimination method for simultaneous equations?,Solve the simultaneous equations: \( 5x - 4y = 12 \) and \( 3x + 2y = 18 \).,"x=\frac{48}{11},y=\frac{27}{11}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
False,1,True,01JF74WM4FCS9N6V8F49E8JZF5,Could you give me some problems to practice solving simultaneous equations by elimination?,A mixture contains two types of chemicals A and B. The cost of 7 kg of A and 2 kg of B is 85 dollars. The cost of 3 kg of A and 1 kg of B is 39 dollars. Determine the cost per kilogram of chemical A and chemical B.,CostperkilogramofchemicalAis$7andcostperkilogramofchemicalBis$18.,674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
False,1,True,01JF74WJ30ZB4ASJ8K625CB5Z7,Where can I find practice questions on solving equations by elimination?,"A farmer wants to grow x acres of corn and y acres of wheat. The farmer knows that to use all available resources, he must follow these relationships: \( 5x + 3y = 19 \) and \( x - 2y = -1 \). Determine how many acres of corn and wheat the farmer should grow to optimize the use of resources.","x=2,y=1.5",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
False,1,True,01JF74WYHAYK9K8S8Z2CYRS2YN,I need exercises involving evaluating algebraic expressions; can you help?,Determine the value of \( x \) if \( 3^{15} = 9^x \cdot 27 \).,6,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
False,1,True,01JF74WBS57Z0BEMDSKE5GY5MX,I need exercises involving elimination method for simultaneous equations; can you help?,Solve the simultaneous equations: \( x - 2y = -4 \) and \( 5x + 3y = 1 \).,"x=\frac{11}{7},y=\frac{-1}{7}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
False,1,True,01JF74WX48XDE7EM12C2HAQY01,Can you provide practice problems on evaluating algebraic formulas?,Solve for \( y \) in the equation \( 9^{y-1} \times 3^2 = 27^{y+1} \).,y=-3,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
False,1,True,01JF74X8ES34BPQGTW9GHF6XJ3,Where can I find practice questions on evaluating formulas?,"If \( 3^{12} \times 1 = 9 \times 3^y \), find the value of \( y \).",10,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
False,1,True,01JF74XBCEG87XQV72D20CQ18R,Could you give me some problems to practice evaluating algebraic formulas?,Solve for \( x \) in the equation: \( 2^{36} = 3 \times 16^x \).,9,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
False,1,True,01JF74X954HJN1JJ8HQTB4QHBE,Do you have any sample questions on evaluating algebraic equations?,"A street vendor arranges apples in a triangular pattern such that there are 2^{n} apples in the first row and doubles the amount for each subsequent row. If the fifth row contains 6 	imes 8^k apples, find the value of k.",\frac{8}{3},674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
False,1,True,01JF74Y5PER1JVBD064R9BBHN0,What is the Fibonacci sequence used for in real life?,"John is organizing a fruit stand, where he wants to arrange 150 bananas, 180 kiwis, and 210 strawberries into identical groupings. What is the maximum number of groupings he can form with none of them having leftovers?",30,674dcda0b00b977d048c9308,"Mary needs to pack 210 oranges, 252 apples and 294 pears into identical fruit baskets. (i) What is the largest possible number of fruit baskets that can be packed?",,,
