use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text,damerau_levenshtein_sim,jaro_winkler_sim
True,4,True,01JF77DFWJYTSHNTCW6B034CHE,Can you provide practice problems on applying angle properties of circles?,"Consider a circle with center \( O \), and points \( E, F, G, \) and \( H \) on the circle. The line \( EQ \) is tangent to the circle at \( E \), and \( GH \) is a straight line on the circle. If angle \( \angle GOH = 120^\circ \) and angle \( \angle EQO = 36^\circ \), find the measure of the angle \( \angle EFH \).",60^\circ,674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.6886792452830188,0.30576406310699256
True,4,True,01JF77DHKEWFAY10KQ09R8TQ37,I need exercises involving angle properties in circle geometry; can you help?,"In the diagram, points \( A, B, C, \) and \( D \) lie on a circle with center \( O \). Line \( AP \) is tangent to the circle at \( A \) and line \( BP \) is tangent to the circle at \( B \). If angle \( AOC = 150^\circ \) and angle \( DCP = 48^\circ \), calculate the measure of angle \( ADB \).",75^\circ,674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.6587837837837838,0.2569041885737887
True,4,True,01JF77DWEPZ58WX767588HEBKJ,Where can I find practice questions on angles in circles?,"In the diagram, points \( P, Q, \) and \( R \) lie on a circle with center \( O \). Line \( PQ \) is a diameter of the circle. Given that \( \angle POR = 120^\circ \) and \( \angle QOR = 30^\circ \), find \( \angle PRQ \).",15^\circ,674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.7079037800687286,0.32292189096312807
True,4,True,01JF77ED78TC3BEV2N7GAT9MZK,Could you give me some problems to practice applying angle properties in circles?,"In the diagram, points \( A, E, F \), and \( G \) are on a circle centered at \( O \). Line \( EQ \) is tangent to the circle at \( E \), and line \( FR \) is tangent to the circle at \( F \). Given that \( \angle EOF = 110^\circ \) and \( \angle FEQ = 50^\circ \), find the measure of angle \( \angle AGF \).",50^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }",,,0.7119741100323624,0.3615120952649509
True,4,True,01JF77EEW474FESJYH5V6VXJGN,Can you provide practice problems on applying rates in real-world contexts?,"An athlete runs on a straight track. The speed-time graph represents the first 12 seconds of his run.

(a) If his acceleration was constant during the first 3 seconds, reaching a speed of 36 m/s, find his acceleration.

(b) Calculate the total distance covered by the athlete in the first 12 seconds.","Acceleration=12\m/s^2,Distance=432\m","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object.",0.765,0.40169182780934387
True,4,True,01JF77E8GNH211B6N97KYM61R8,Do you have any sample questions on angle properties of circles?,"In the figure, points \( X, Y, Z, \) and \( W \) lie on a circle with center \( O \). The line \( XM \) is a tangent to the circle at \( X \) and the line \( ZN \) is a tangent to the circle at \( Z \). Given \( \angle XOY = 130^\circ \) and \( \angle YZW = 40^\circ \), find \( \angle WXZ \).",115^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337,674dcdd3b00b977d048c9338,674dcdd4b00b977d048c933a","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }","\text{Write down an expression, in terms of } \pi, \text{ for the reflex angle } AOB.",\text{Find the area of the shaded segment } ADB.,0.78839590443686,0.4234163457820652
True,4,True,01JF77EVJQWW955EVJ1Q51EW8D,I need exercises involving real-world rate applications; can you help?,"The diagram shows a velocity-time graph for a car traveling on a straight road over the first k seconds. The velocity in m/s is plotted on the vertical axis and time in seconds on the horizontal axis. The graph is a straight line increasing linearly from 0 m/s to 50 m/s over the first 4 seconds, and remains constant at 50 m/s for the next 6 seconds.\n\n(a) Determine the acceleration of the car during the first 4 seconds.\n\n(b) Calculate the total distance covered by the car in the first 10 seconds.","Acceleration=12.5m/s²,Distance=400m","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object.",0.8392857142857143,0.44113983043454214
True,4,True,01JF77F1W33JA40RQM47BKHXM4,Do you have any sample questions on applying rates to real-life problems?,"A car accelerates uniformly from rest and its speed-time graph is shown below for the first \( k \) seconds:

1. If the acceleration is 3 m/s\(^2\) for the first 8 seconds, find the speed of the car at \( t = 8 \) seconds.
2. After 8 seconds, the car maintains a constant speed for the next 5 seconds. Find the total distance traveled by the car in these 13 seconds.",156m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object.",0.8012295081967213,0.41488690304784526
True,4,True,01JF77F1SVDZH2X3HFHT5FBX8X,Where can I find practice questions on rates in practical situations?,"A car starts from rest and accelerates uniformly at a rate of \( a \text{ m/s}^2 \) for 8 seconds, reaching a speed of 48 m/s. It then moves at this constant speed for the next 6 seconds before decelerating to a stop in 4 seconds.

(a) Find the value of \( a \).

(b) Calculate the total distance travelled by the car during this journey.",360m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object.",0.8032544378698225,0.4224303102232813
True,4,True,01JF77FSSCAMSN0D2695XF521Y,Can you provide practice problems on finding the probability of single events?,"A jar contains 50 marbles: 20 red marbles, 15 blue marbles, and 15 green marbles. A marble is picked at random. Find the probability that the marble is either red or green.",\frac{7}{10},"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305,674dcddfb00b977d048c9350","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,"There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",0.6610949612403101,0.2910676448361539
True,4,True,01JF77FFGR0GFKE3X31TMX6TNZ,Could you give me some problems to practice rates in real-world contexts?,"An object moves such that its speed-time graph forms a triangle and a rectangle. The object accelerates from rest to a speed of \( 30 \, \text{m/s} \) in \( 4 \) seconds and maintains this speed for the next \( 6 \) seconds.\
\( \text{(a)} \) Calculate the acceleration of the object during the first \( 4 \) seconds.\
\( \text{(b)} \) Find the total distance traveled by the object in the first \( 10 \) seconds.","(a)7.5\,\text{m/s}^2\;(b)240\,\text{m}","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object.",0.8153753026634383,0.4271070027903803
True,4,True,01JF77G2E288TSD50NWQ0V9DW2,I need exercises involving probability of single events; can you help?,"A garden contains 50 flowers of three varieties: 18 are roses, 22 are tulips, and 10 are daisies. A flower is picked at random from the garden.

(a) What is the probability that the flower is not a tulip?",\(\frac{14}{25}\),"674dcd9eb00b977d048c9304,674dcddfb00b977d048c9350","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.","There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",,,0.6379173290937996,0.24200598207020402
True,4,True,01JF77G6XSV4PZT4724S2BFAXZ,Where can I find practice questions on basic probability?,"A jar contains 45 candies: 18 are chocolate, 12 are strawberry, and 15 are mint. Jenna randomly picks a candy.

(a) What is the probability that the candy is not strawberry flavored?",\(\frac{11}{15}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305,674dcddfb00b977d048c9350","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,"There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",0.6878766644391645,0.3007598081131613
True,4,True,01JF77GD484KM70JN04BYW4AR5,Do you have any sample questions on calculating probabilities of single events?,"A restaurant offers 12 different pasta dishes, 8 of which are vegetarian. Emma decides to order a pasta dish at random. What is the probability that she orders a vegetarian dish?",\(\frac{2}{3}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305,674dcddfb00b977d048c9350","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,"There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",0.719066722972973,0.32445686889034786
True,4,True,01JF77GH97A9YR0SM5FYXD2732,Could you give me some problems to practice finding probability of single events?,"Ella decides to pick one flower from a garden at random. The garden contains 18 roses, 12 tulips, and 10 daisies.
(a) What is the probability that she picks a daisy?
(b) If the garden gains 3 more daisies, what is the new probability of picking a daisy?","1/4,(b)","674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305,674dcddfb00b977d048c9350","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,"There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",0.7312252964426877,0.3226796469572898
True,4,True,01JF77GR9N6592FS6YFTS40CVP,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations:
\[ 3x + 4y = 10 \]
\[ 5x - 2y = 8 \]","x=2,y=1","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,0.4463901895860933,0.2702251169101273
