use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text
True,1,False,01JF74BQYJ5MFATXW0TTFARAEE,I need exercises involving angle properties in circle geometry; can you help?,"In the circle with center \( O \), points \( E, F, G, \) and \( H \) lie on the circle. Line \( EQ \) is tangent to the circle at \( E \) and line \( FH \) is parallel to \( EG \). If angle \( EOF = 130^\circ \) and angle \( EHQ = 50^\circ \), find the following:

(a) Find the value of:

(i) angle \( EGF \)

(ii) angle \( FHG \)

(b) Is \( OG \) parallel to any tangent at \( F \)? Justify your answer.","(i)65^\circ\quad(ii)50^\circ\quad(b)No,because\(FHG=50^\circ\neqEGF=65^\circ\)",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
True,1,False,01JF74BQKXZZ5CAEGZTSR7PYGH,Can you provide practice problems on applying angle properties of circles?,"In the circle with center \(O\), points \(E, F, G,\) and \(H\) lie on the circumference. Tangent \(EQ\) touches the circle at \(E\), and tangent \(FR\) touches the circle at \(F\). \(\angle EOF = 120^\circ\) and \(\angle GEF = 45^\circ\).

(a) Find the value of 

(i) \( \angle EGF \)

(ii) \( \angle FGH \)

(b) Is \( OH \parallel EF \)? Explain.","(i)60^\circ,(ii)15^\circ",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
True,1,False,01JF74C5G7JYYBFQ5P1JJHD4C0,Where can I find practice questions on angles in circles?,"A, D, B and C lie on a circle with center O. CP is a tangent to the circle at C and DP is a tangent to the circle at D. Angle AOC = 130^\circ and angle DAC = 50^\circ.\n\n(a) Find the value of\n\n(i) angle ACB,\n\n(ii) angle ADC.\n\n(b) Is OC parallel to CD? Explain.","(i)50^\circ,(ii)50^\circ.Yes,OCisparalleltoCD.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
True,1,False,01JF74CY5W35E3F4DJTP6S1JXM,Can you provide practice problems on applying rates in real-world contexts?,A car accelerates uniformly from rest to a speed of 30 m/s over a period of 10 seconds. It maintains this speed for the next 15 seconds before decelerating uniformly to rest in another 5 seconds. What is the total distance traveled by the car?,675meters,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
True,1,False,01JF74CW56MSQWYNJTRTNB66DN,Could you give me some problems to practice applying angle properties in circles?,"A, C, D, and E lie on a circle, center O. CE is a tangent to the circle at C and DE is a tangent to the circle at D. Angle AOD = 150° and angle EDC = 30°.

(a) Find the value of

(i) angle ACB,

(ii) angle ADC.

(b) Is line OC parallel to line DE? Explain.",AngleACB=75°;AngleADC=150°.OCisnotparalleltoDE.,674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
True,1,False,01JF74D92R0WP8SG0CX8KNSD18,Where can I find practice questions on rates in practical situations?,"A car accelerates uniformly from rest to a speed of \( 30 \, \text{m/s} \) in \( 5 \) seconds. It then maintains this speed for \( 15 \) seconds before decelerating uniformly to stop in \( 10 \) seconds. Calculate the total distance traveled by the car during this journey.","675\,\text{meters}",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
True,1,False,01JF74D2EK4TD161XGKN53RSM9,I need exercises involving real-world rate applications; can you help?,"A car accelerates uniformly from rest to a speed of \( 45 \text{ m/s} \) over a period of \( 10 \text{ seconds} \), then moves at a constant speed for another \( 5 \text{ seconds} \). Calculate the total distance covered by the car during this time.",450\text{m},674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
True,1,False,01JF74C608F3840WJJDZWQXEHD,Do you have any sample questions on angle properties of circles?,"In the circle with center $O$, let $A$, $B$, $C$, and $D$ be points on the circle. The line $AT$ is tangent to the circle at $A$, and $BT$ is tangent to the circle at $B$. Given that angle $AOB = 148^\circ$ and angle $TAD = 36^\circ$.

(a) Find the value of

(i) angle $ACB$, 

(ii) angle $ADB$.

(b) Is $OB$ parallel to $DA$? Explain.","(i)16^\circ,(ii)70^\circ",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
True,1,False,01JF74DQ68FPJYBNWQECRQZWXX,Can you provide practice problems on finding the probability of single events?,Jessica rolls a fair six-sided die once. What is the probability that she rolls a number greater than 4?,\(\frac{1}{3}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
True,1,False,01JF74DENY7JTBNRJVFXC2SDNQ,Do you have any sample questions on applying rates to real-life problems?,"A car accelerates uniformly from rest, reaching a speed of 60 km/h after 5 minutes. It maintains this speed for another 10 minutes before decelerating uniformly to rest over 5 minutes. Sketch the speed-time graph and calculate the total distance traveled by the car.",15km,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
True,1,False,01JF74DWT7NQ50YCRD9YY02W8C,I need exercises involving probability of single events; can you help?,"A jar contains a total of 30 marbles, of which 12 are blue and the rest are not blue. If one marble is selected at random, find the probability that it is blue.",\(\frac{2}{5}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
True,1,False,01JF74DMFKE1E3JR0KQ20839EN,Could you give me some problems to practice rates in real-world contexts?,"A car travels along a straight road, and its speed in meters per second over time is represented by the following speed-time graph piece: \[ \begin{array}{|c|c|} \hline \text{Time (s)} & \text{Speed (m/s)} \\ \hline 0 & 0 \\ 10 & 20 \\ 30 & 20 \\ 50 & 0 \\ \hline \end{array} \] Determine the total distance traveled by the car during these 50 seconds.",700meters,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
True,1,False,01JF74DZ9NTM4VTGV2WHG7T5SE,Where can I find practice questions on basic probability?,A bag contains slips of paper numbered from 1 to 15. Matt randomly draws one slip from the bag. What is the probability that the number on the slip is greater than 10?,\(\frac{1}{3}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
True,1,False,01JF74E8ESQX1BBCHQZNKPK63V,Could you give me some problems to practice finding probability of single events?,"At a carnival, there are several games, and each game gives you a token if you win. Suppose you play 15 games in total over the course of the day and win tokens from 9 of these games. If you select one of these games at random, what is the probability that you won a token from that game?",\(\frac{3}{5}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
True,1,False,01JF74E8466JSN5FSX3TEHF69E,Do you have any sample questions on calculating probabilities of single events?,Sophie is drawing a card from a standard deck of 52 playing cards. Find the probability that she draws a heart or a king.,\(\frac{4}{13}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,
True,1,False,01JF74EB8RVF4VKA5RNXN59FBW,Can you provide practice problems on solving simultaneous equations using elimination?,Solve the simultaneous equations.\[ 3x + 4y = 18 \\ 5x - 4y = 10 \],"x=3.5,y=1.875",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
True,1,False,01JF74EKB6DP3EJFZZRPZY4W8S,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations using the method of elimination. \[ 5x - 3y = 9 \] \[ 3x + 4y = 6 \],"x=\frac{54}{29},y=\frac{3}{29}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
True,1,False,01JF74EVG71NJA8MXT4GZJC43P,Do you have any sample questions on elimination method for simultaneous equations?,Solve the simultaneous equations. \[ 5x + 3y = 11 \] \[ 4x - y = 9 \],"x=2.235,y=-0.06",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
True,1,False,01JF74EENXDXM4WY7206RMBQAD,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations:

\[ 4x + 5y = 20 \]
\[ 3x - 2y = 4 \]","x=\frac{60}{23},y=\frac{20\times23-4\times60}{5\times23}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
True,1,False,01JF74F00T5VTA85H1TP2K5KV4,Can you provide practice problems on evaluating algebraic formulas?,"Rearrange the equation to make \( x \) the subject:
\[
\frac{c}{3x+2} = \frac{d}{4x}
\]",\(x=\frac{2d}{4c-3d}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
True,1,False,01JF74F7Y8ZWGY5RTMRTAXW8WA,I need exercises involving evaluating algebraic expressions; can you help?,Rearrange the equation to make \( x \) the subject: \[ \frac{c}{3x+1} = \frac{d}{7x} \],\(x=\frac{d}{7c-3d}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
True,1,False,01JF74EY9HS66Y3ZYRDV971T5Q,Could you give me some problems to practice solving simultaneous equations by elimination?,Solve the simultaneous equations using the elimination method.\[ 5x - 3y = 12 \\\ 3x + 6y = 9 \],"x=\frac{15}{7},y=\frac{3}{7}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,
True,1,False,01JF74FDHC1NV85TJXMVJ18PS6,Where can I find practice questions on evaluating formulas?,"Rearrange this equation to make \( x \) the subject.

\[
\frac{c}{x+1} = \frac{d}{3x-5}
\]",x=\frac{5c+d}{3c-d},674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
True,1,False,01JF74G01H0N1D9C3AZGCVHDC6,Could you give me some problems to practice evaluating algebraic formulas?,"Rearrange this equation to make \( x \) the subject:

\[ \frac{c}{3x + 4} = \frac{d}{6x} \]",\(x=\frac{4d}{6c-3d}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
True,1,False,01JF74FRVCPX5ABT2BWJ7QWWHN,Do you have any sample questions on evaluating algebraic equations?,"Rearrange the equation to make \( x \) the subject:

\[ \frac{c}{3x+4} = \frac{d}{2x+1} \]",x=\frac{4d-c}{2c-3d},674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
True,1,False,01JF74GWJ7NAZSAX3A6C6AT9MR,What is the Fibonacci sequence used for in real life?,"John has 300 bananas, 450 grapes, and 600 strawberries. He wants to divide them into identical fruit boxes. 
(i) What is the largest possible number of fruit boxes that can be packed? 
(ii) State the number of each type of fruit in one fruit box.","150fruitboxes;eachboxcontains2bananas,3grapes,and4strawberries.","674dcda1b00b977d048c9309,674dcda0b00b977d048c9308",(ii) State the number of each fruit in a fruit basket.,"Mary needs to pack 210 oranges, 252 apples and 294 pears into identical fruit baskets. (i) What is the largest possible number of fruit baskets that can be packed?",,
