use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text,damerau_levenshtein_sim,jaro_winkler_sim
False,3,True,01JF76R9VS0XRBK0D83C81HNBD,Where can I find practice questions on angles in circles?,"In the diagram, point M is the center of the circle which passes through points N, P, Q, and R. Line segment MN is a tangent to the circle at N. Given that \( \angle MNP = 38^\circ \) and \( \angle PRN = 76^\circ \), find (a) \( \angle PQR \) and (b) \( \angle MNR \).",(a)\(104^\circ\);(b)\(76^\circ\),674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.6632302405498282,0.3095153648860025
False,3,True,01JF76QVSK8128MYM73T13PZWQ,Can you provide practice problems on applying angle properties of circles?,"Let points M, N, P, and Q form a cyclic quadrilateral on a circle with center C and radius 7 cm. If \(\angle MCN = 150^\circ\), and MQ is a tangent to the circle at M, with \(\angle QMP = 38^\circ\), determine: (a) \(\angle MPN\), (b) \(\angle MNQ\), and explain whether line CP is parallel to MN.","(a)\(\angleMPN=30^\circ\),(b)\(\angleMNQ=142^\circ\),andCPisnotparalleltoMN.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.6868686868686869,0.2958098317872624
False,3,True,01JF76R9Q3ZZSQRBX31434NANM,I need exercises involving angle properties in circle geometry; can you help?,"Given a circle with center O, and points A, B, C, and D lying on the circumference. The line AO is a diameter of the circle, and the lengths of the tangents AP and BP from the external point P to the points A and B are equal. If ∠AOD = 138° and ∠DBP = 45°, find: (a) the value of (i) ∠ACB, (ii) ∠ADB. (b) Is OD parallel to AB? Explain your reasoning.","(i)21°(ii)138°(b)No,becausethecorrespondinganglesdonotaddupto180°,sotheyarenotparallel.","674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }",,,0.7157142857142857,0.3546963473661588
False,3,True,01JF76RCJB2JVGWF8TNSJC0R2C,Do you have any sample questions on angle properties of circles?,"Points A, B, C, and D are positioned on a circle centered at O. The tangents AP and BP are drawn at points A and B respectively. Given that \( \angle AOD = 145^\circ \) and \( \angle CBP = 39^\circ \), determine (a) (i) \( \angle ACD \), (ii) \( \angle ABD \). (b) Are the lines OB and CD parallel? Provide justification for your answer.","(i)17.5degrees,(ii)51degrees,(b)No,OBisnotparalleltoCD.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.5578635014836796,0.27125199905846686
False,3,True,01JF76S608PDCJE5RTHBRVNT10,Where can I find practice questions on rates in practical situations?,An automobile's speed-time graph illustrates its journey over the first \( k \) seconds. (a) Determine the acceleration when \( t = 6 \) seconds.,"Tofindtheexactaccelerationvalue,thespecificgraphdetailswouldberequired.",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,,0.496551724137931,0.2517069709420099
False,3,True,01JF76RNF5X5E4HSS9P5BQKYZE,Could you give me some problems to practice applying angle properties in circles?,"In the circle, center O, points P, Q, and R lie on the circumference. The line PR is a tangent to the circle at P. Given that the line segment OQ makes an angle of 104° with the tangent PR at P and that the arc subtended by PQ at the center O is 1.5 radians. 
(a) Calculate (i) the angle ∠QRP, (ii) the angle ∠QOR.
(b) Determine if line segment OR is parallel to tangent PR and elaborate why or why not.","(i)∠QRP=57.3°,(ii)∠QOR=1.5radians","674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }",,,0.7245657568238213,0.4080998885636399
False,3,True,01JF76RQ4E7V2270QFM9PDFTAT,Can you provide practice problems on applying rates in real-world contexts?,"A train travels along a track with the following speed-time graph for the first 15 seconds:  

1. For the first 5 seconds, the train accelerates uniformly from rest to 20 m/s.  
2. For the next 5 seconds, the train maintains a constant speed of 20 m/s.  
3. For the last 5 seconds, the train decelerates uniformly to rest.  

(a) Calculate the acceleration of the train during the first 5 seconds. 
(b) Determine the total distance the train covers during the entire period. 
(c) If the train traveled a total distance of 100 meters in the first k seconds, find k.","(a)4m/s^2,(b)200m,(c)Solvetheequationforkbasedonthedistancepartsofthepiecewisefunctionofthegraph.","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.8640661938534279,0.45551735276439015
False,3,True,01JF76S36GHZSB8WNED3SDWRPM,I need exercises involving real-world rate applications; can you help?,"A car starts from rest and its speed-time graph is depicted for the first k seconds of motion. Given that the graph is a straight line, (a) determine the car's acceleration at t = 6 seconds, and (b) calculate the total distance covered by the car in the first 9 seconds. (c) If the car covers 470 meters in the first k seconds, find k.",k=13,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.7940298507462686,0.42631318224032233
False,3,True,01JF76SNXRD5639K3B59J31M12,Could you give me some problems to practice rates in real-world contexts?,"An object is moving in a straight line, and the distance-time graph for the first m seconds of its motion is provided. \(\text{(a)}\) Determine the average speed during the interval from \( t = 2 \) seconds to \( t = 8 \) seconds.",\text{Averagespeed}=\frac{\text{Distancetravelled}}{6},674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,,0.5826086956521739,0.322107755282664
False,3,True,01JF76T7JS40JRZH5MZRXXQE68,Can you provide practice problems on finding the probability of single events?,"A basket contains a total of 30 fruits: 10 are apples, 8 are mangoes, and the rest are bananas. You select one fruit randomly from the basket. (a) What is the probability that the fruit is an apple?",\frac{1}{3},"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.6734006734006734,0.3066062046224288
False,3,True,01JF76T8WVRC4S0CT5ZG2KX6Z6,I need exercises involving probability of single events; can you help?,"A box contains a total of 36 marbles, which are either red, blue, or green. 12 marbles are red and 18 marbles are blue. The rest are green. If a marble is drawn at random from the box, what is the probability that the marble is either blue or green?",\(\frac{2}{3}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,,0.6626506024096386,0.30369564032230745
False,3,True,01JF76SEHFP8NAEYKFDGJPDV7R,Do you have any sample questions on applying rates to real-life problems?,"A car starts accelerating from rest and its motion can be represented by a speed-time graph for the first 15 seconds. (a) Determine the acceleration of the car at \( t = 6 \) seconds. (b) Calculate the distance covered by the car in the first 12 seconds. (c) If the distance covered in the first \( m \) seconds is 300 meters, find the value of \( m \).",m=10,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.789423984891407,0.42585946410288683
False,3,True,01JF76TFZTHYSGYADPXWWZZ50Y,Where can I find practice questions on basic probability?,"A basket contains a total of 50 marbles. Among these, 18 marbles are red, and 22 are green. The rest are blue. (a) A marble is chosen at random from the basket. What is the probability that the marble is not red?",\(\frac{16}{25}\),674dcd9eb00b977d048c9304,"A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,,,0.5377358490566038,0.2093141659179395
False,3,True,01JF76TH4323BWD03VJHN1185M,Do you have any sample questions on calculating probabilities of single events?,"A jar contains a collection of beads: 10 are red, 12 are blue, and 18 are green. Emma randomly selects one bead from the jar. (a) Determine the probability that the bead is neither red nor green.",\(\frac{3}{10}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,,0.6384615384615384,0.2681169099510154
False,3,True,01JF76TJ00YDGRR9JFQS3HD18A,Could you give me some problems to practice finding probability of single events?,"A basket contains 24 fruits, which are apples, bananas, and cherries. Of these, 6 are apples and 8 are bananas. If a fruit is drawn at random from the basket, what is the probability that it is a cherry?",\(\frac{5}{12}\),674dcd9eb00b977d048c9304,"A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,,,0.6206896551724138,0.2194328659845901
False,3,True,01JF76TKWN1JKKAWJN99EVQDS5,Can you provide practice problems on solving simultaneous equations using elimination?,Consider the intersection of two paths where the walkway illuminating along the length of each path creates the following equations: \( 5x + 6y = 20 \) for the red path and \( -2x + 3y = 1 \) for the blue path. Solve the simultaneous equations to find the exact coordinates where the two paths intersect.,"x=2,y=\frac{5}{3}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.7993421052631579,0.4215940395355594
False,3,True,01JF76TRT6MYJQVBEFZNB9EYV1,I need exercises involving elimination method for simultaneous equations; can you help?,"A farmer plants apple and orange trees. The number of orange trees is twice the number of apple trees. If the total number of trees is 54, form and solve a set of simultaneous equations to determine how many trees of each type the farmer planted.","x=18,y=36","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",,,0.7621951219512195,0.43890539688407737
False,3,True,01JF76TT5WWVRS4CTSJVK4YXEM,Do you have any sample questions on elimination method for simultaneous equations?,"Two friends, Alice and Bob, have a collection of marbles. Alice has marbles in two types of jars, each denoted by the equations \( 5x + 7y = 41 \) and \( 8x - 3y = 11 \). Calculate the values of \( x \) and \( y \) representing the number of marbles in each type of jar.","x=\frac{200}{71},y=\frac{1911}{497}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.7814814814814814,0.42229315118976407
False,3,True,01JF76VGJWPVY7SFXMATDTPAV4,I need exercises involving evaluating algebraic expressions; can you help?,"The equation \( y = 3mp - cz \) needs to be evaluated to find \( z \) when \( y = 25 \), \( m = 2 \), \( p = -3 \), and \( c = 4 \).",\(-\frac{43}{4}\),674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,,0.38636363636363635,0.2800839859266825
False,3,True,01JF76TSXCKVE54SSPHD0S1QCC,Where can I find practice questions on solving equations by elimination?,"Solve the simultaneous equations in a geometric context where two lines intersect perpendicularly:
\[
3x + 4y - 11 = 0 \\
4x - 3y + 5 = 0
\]
Determine the point of intersection.","\(x=\frac{13}{25},y=\frac{197}{100}\)","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,,0.7337684895690492,0.3463811672874349
False,3,True,01JF76V2S1CG9M6K8DETK1T8H8,Can you provide practice problems on evaluating algebraic formulas?,"In a physics experiment, the displacement of a particle is given by the formula \( D = ut + \frac{1}{2}at^2 \), where \( u \) is the initial velocity, \( a \) is the acceleration, and \( t \) is the time. If \( D = 100 \), \( u = 10 \), \( a = 2 \), find the time \( t \).",t=-5+5\sqrt{5},674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,,0.7242647058823529,0.4125
