use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text
False,4,False,01JF76Z06ZHX8RHMS80RQTE2MP,Do you have any sample questions on angle properties of circles?,"Points P, Q, R, and S are on a circle with center O. PQ is a tangent at P, and RS is a tangent at R. If \( \angle POR = 156^\circ \) and \( \angle SPQ = 38^\circ \), (a) Calculate (i) \( \angle PSR \), (ii) \( \angle PQR \). (b) Determine if QR is parallel to RS, providing reasoning for your answer.","(i)\(\anglePSR=24^\circ\),(ii)\(\anglePQR=38^\circ\);(b)No,QRisnotparalleltoRS.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,4,False,01JF76Z9TYBF9RAQPHNM343XTD,Could you give me some problems to practice applying angle properties in circles?,"A clock shows exactly 3:00 PM. The tip of the minute hand, A, and the tip of the hour hand, B, lie on a circle centered at the clock's center, O. Suppose the minute hand is 16 cm long, and the hour hand is 10 cm long. \\ (a) Calculate the angle subtended by the arc AB at the center O of the circle when the time is 3:00 PM. \\ (b) Determine if line OB is perpendicular to line OA at this time. Justify your answer.","\angleAOB=0^\circ,OBisnotperpendiculartoOA.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,4,False,01JF76YSXEWVZKX0EPG1XSJ7XJ,Where can I find practice questions on angles in circles?,"Consider a circle with center O. Points X, Y, and Z lie on the circle, and XY and XZ are tangents to the circle at points X and Z, respectively. If \( \angle XOZ = 150^\circ \) and \( \angle YXZ = 30^\circ \), determine: (a) The value of (i) \( \angle XYZ \), (ii) \( \angle YZX \). (b) Are the lines YZ and XO parallel? Justify your answer.","(i)\(\angleXYZ=30^\circ\),(ii)\(\angleYZX=75^\circ\);No,YZisnotparalleltoXOastheanglesdonotsatisfytheparallelcondition.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,
False,4,False,01JF76ZJXM3Z4S2D4YJ6ZFSCZM,Can you provide practice problems on applying rates in real-world contexts?,"A car accelerates uniformly from rest and reaches a speed of \( 20\, \text{m/s} \) in \( 4 \) seconds. (a) Determine the acceleration of the car. (b) Calculate the total distance covered in the first \( 4 \) seconds. (c) If the car continues to maintain this speed, find the total distance covered in \( 12 \) seconds.",200m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,
False,4,False,01JF76ZTPBD6TGBH9X1NTW0E36,Where can I find practice questions on rates in practical situations?,An object is observed moving on a speed-time graph for the initial 15 seconds. (a) Calculate the acceleration of the object at time \( t = 7 \) seconds.,Calculatethespecificvaluesfromthegivenspeed-timegraph.,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,
False,4,False,01JF770CHTJVYB6Q2V0DTGRB3J,Can you provide practice problems on finding the probability of single events?,"Sarah has a collection of 50 marbles: 10 are red, 18 are blue, and the rest are green. She selects one marble at random from the collection. Calculate the probability that the marble selected is neither blue nor green.",\(\frac{1}{5}\),"674dcd9eb00b977d048c9304,674dcddfb00b977d048c9350","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.","There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",,
False,4,False,01JF76ZN1Y3YB0HXHJG2X5N48T,I need exercises involving real-world rate applications; can you help?,"A car starts from rest and accelerates uniformly along a straight road. After 8 seconds, the car reaches a speed of 24 m/s. (a) Calculate the acceleration of the car. (b) Determine the total distance travelled by the car in 8 seconds. (c) If the car continues to accelerate at the same rate and covers a total distance of 150 m, find the time it has been in motion. (d) Sketch the speed-time graph for the car's motion based on your calculations.",(a)3m/s^2(b)96m(c)10s,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object."
False,4,False,01JF770NRCZND9HP04VTGVHTXW,I need exercises involving probability of single events; can you help?,"In a classroom, there are 18 boys and 12 girls. A student is chosen at random to answer a question. Find the probability that the chosen student is a girl.",\(\frac{2}{5}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcddfb00b977d048c9350","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.","There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",
False,4,False,01JF770RJX3MFEVB1SCCHSGP4R,Where can I find practice questions on basic probability?,"Olivia has a collection of 50 marbles, consisting of 20 red marbles, 10 blue marbles, and 20 green marbles. She randomly picks one marble from the collection. (i) Calculate the probability that the marble is either red or green. Give your answer as a fraction in its simplest form.",\(\frac{4}{5}\),"674dcd9eb00b977d048c9304,674dcddfb00b977d048c9350","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.","There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",,
False,4,False,01JF770ZQJTZ9A4XBQR111ARKS,Do you have any sample questions on calculating probabilities of single events?,"A bag contains 18 red balls, 24 blue balls, and 8 green balls. James randomly picks one ball from the bag. Determine the probability that he picks either a red ball or a green ball.",\(\frac{13}{25}\),"674dcd9eb00b977d048c9304,674dcddfb00b977d048c9350","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.","There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",,
False,4,False,01JF7700HWEN2RNK2PEB11XWXB,Do you have any sample questions on applying rates to real-life problems?,"An object moves along a straight path. Its velocity as a function of time is given in a table that lists time and corresponding velocities at various intervals. (a) Calculate the instantaneous acceleration of the object at t = 7 seconds. (b) If the velocity remains constant after t = 7 seconds, determine the total distance travelled in the first 12 seconds. (c) Given that the object travels 650 meters in the first m seconds, find the value of m. (d) Sketch a velocity-time graph that represents the object's motion from the given data for the first m seconds.",m=13seconds,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object."
False,4,False,01JF77149GHVSK5CWDB4JNCTWC,Could you give me some problems to practice finding probability of single events?,"A fish tank contains 10 red fish, 8 blue fish, and 12 yellow fish. If a fish is chosen at random from the tank and then put back, what is the probability that the fish is not a yellow fish?",\(\frac{3}{5}\),674dcddfb00b977d048c9350,"There are 30 blue balls, 20 green balls and 14 yellow balls in a bag. A ball is chosen at random from the bag and then replaced. (i) Find the probability of not picking a green ball, express your answer to the lowest term.",,,
False,4,False,01JF771AZYC8RYYZWBWZKRVRTC,I need exercises involving elimination method for simultaneous equations; can you help?,"A chemist is mixing two solutions. Each solution contains a blend of salt and sugar. Solution A contains a ratio of salt to sugar as expressed by the equation \(5x + 3y = 20\), while Solution B follows the ratio \(7x - y = 15\). Solve these simultaneous equations to find the values of \(x\) and \(y\).","x=2.5,y=2.5","674dcd9fb00b977d048c9306,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,,
False,4,False,01JF771H03YKAG55YVBWMYRNN4,Where can I find practice questions on solving equations by elimination?,"Tom invested a total of $1500 in two separate accounts. One account offers a 5% annual interest rate while the other offers 8%. At the end of the year, he earned a total of $95 from these investments. Set up and solve the simultaneous equations to determine how much was invested in each account.","x=833.33,y=666.67","674dcd9fb00b977d048c9306,674dcdccbb00b977d048c932a,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,
False,4,False,01JF7707KXJREK0TPMZCQSAEZ0,Could you give me some problems to practice rates in real-world contexts?,A vehicle accelerates uniformly from rest. Its speed-time graph for the first few seconds of its motion is shown. (a) Calculate the acceleration at \( t = 3 \) seconds. (b) Determine the total distance covered during the initial 12 seconds. (c) It is known that the vehicle travels 600 meters in the first \( t \) seconds. Find the value of \( t \). (d) Sketch the corresponding distance-time graph for the first \( t \) seconds.,"a=\text{numericalacceleration},\text{b=totaldistancecovered},c=\text{valueof}t","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358,674dcde4b00b977d048c9359",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,"(d) On the axes in the answer space, sketch the distance-time graph for the first k seconds of the motion of the object."
False,4,False,01JF77183MT3PTMGB55TKRD6ES,Can you provide practice problems on solving simultaneous equations using elimination?,"In a recent math test, two students solved the following word problem using simultaneous equations. Keith bought 12 apples and 8 bananas for $26. Sarah bought 9 apples and 12 bananas for $30. Formulate two simultaneous linear equations to represent this scenario and then find the cost of one apple and one banana.","x=1,y=1.75","674dcd9fb00b977d048c9306,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,,
False,4,False,01JF771TD1Q9FCKR9GHF0PBHWS,Do you have any sample questions on elimination method for simultaneous equations?,"A farmer is looking to divide his field into two sections using the available fencing. The fencing can be represented by the equations: \( 5f + 3s = 42 \) and \( 2f - s = 4 \), where \( f \) represents the length of fencing used for one section and \( s \) for the other. Find the lengths of fence \( f \) and \( s \) he can use.",f=\frac{54}{11}\text{and}s=\frac{64}{11},"674dcd9fb00b977d048c9306,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,,
False,4,False,01JF7722KN7HNGTYQCPH7S6T8K,I need exercises involving evaluating algebraic expressions; can you help?,"Given that \( c = 7bf - 3y \), find \( y \) when \( c = 14 \), \( b = 2 \), \( f = 2 \), and \( y = n \).",\frac{14}{3},674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
False,4,False,01JF771V5RGMGN6J75VFD7E7C2,Could you give me some problems to practice solving simultaneous equations by elimination?,"Two friends are solving a puzzle that requires finding numbers that satisfy a particular set of conditions. The conditions are as follows: let the first number be represented by \(x\) and the second number by \(y\). The sum of four times the first number and five times the second number is 25. Additionally, when you subtract twice the second number from one and a half times the first number, you get half of 7. Formulate and solve the simultaneous equations to find both numbers.","x=\frac{135}{31},y=\frac{47}{31}","674dcd9fb00b977d048c9306,674dce19b00b977d048c93a1",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,Solve the simultaneous equations: \( 4x + 7y = 23 \) and \( 6x - 2y = 3 \).,,
False,4,False,01JF771Z2KCCPNT60WDZY3B3VZ,Can you provide practice problems on evaluating algebraic formulas?,"Given the equation \( b = 3aw - 2y \), find \( y \) when \( a = 4 \), \( b = 10 \), \( w = 2 \), and \( y = \).",7,674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
False,4,False,01JF772APRYE6CDH5DVEXSHWKN,Do you have any sample questions on evaluating algebraic equations?,"Given the formula \( c = 4dw + ym \), calculate \( y \) when \( c = 10 \), \( d = 2 \), \( w = -1 \), and \( m = 3 \).",6,674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
False,4,False,01JF772815GP2Q0673E79HXZKT,Where can I find practice questions on evaluating formulas?,"Given that \( m = 4np + yz \), find \( y \) when \( m = 8 \), \( n = 2 \), \( p = -3 \), and \( z = 7 \).",\(\frac{32}{7}\),674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
False,4,False,01JF772C9JXBAWFE6X028SYTBR,Could you give me some problems to practice evaluating algebraic formulas?,"Given the equation \( y = 3cp + xn \), find \( x \) when \( y = 9 \), \( c = 2 \), \( p = 1 \), and \( n = 7 \).",\(x=\frac{3}{7}\),674dce18b00b977d048c939f,"Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",,,
False,4,False,01JF7735B0A96E1M81TQ0QHB2Q,What is the Fibonacci sequence used for in real life?,"A farmer has 240 apples, 360 pears, and 480 oranges. He needs to pack them into sets with equal number of each fruit type. What is the largest number of sets he can make?",2,"674dcda1b00b977d048c9309,674dcda0b00b977d048c9308",(ii) State the number of each fruit in a fruit basket.,"Mary needs to pack 210 oranges, 252 apples and 294 pears into identical fruit baskets. (i) What is the largest possible number of fruit baskets that can be packed?",,
