use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text,damerau_levenshtein_sim,jaro_winkler_sim
True,3,False,01JF76B83GZGT6QZ5KYFN4613H,Do you have any sample questions on applying rates to real-life problems?,"A car starts from rest and accelerates uniformly. The speed-time graph shows that it reaches a speed of 45 m/s in 4 seconds. Calculate: (a) the acceleration of the car, and (b) the total distance traveled by the car during these 4 seconds.","(a)11.25m/s^2,(b)90m","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.7545327754532775,0.40620044479266443
True,3,False,01JF76ATK0Y9FRXX3KJ29GK2CK,Where can I find practice questions on rates in practical situations?,A car accelerates from rest along a straight road. Its speed increases uniformly from 0 to 60 m/s in the first 15 seconds. It then maintains the speed of 60 m/s for the next 10 seconds before decelerating uniformly to a stop in another 20 seconds. \[(a)\] Find the acceleration during the initial 15 seconds. \[(b)\] Calculate the total distance traveled by the car.,"\[1650\,\text{m}\]","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.8114754098360656,0.43591263380369744
True,3,False,01JF76AMYM90KPMZPZJBK4TBVF,Can you provide practice problems on applying rates in real-world contexts?,"A car accelerates from rest and its velocity-time graph forms a triangle with the time axis. The car reaches a maximum velocity of 30 m/s in 6 seconds and then maintains this velocity for the next 9 seconds. 

(a) Calculate the acceleration of the car during the first 6 seconds.
(b) Determine the total distance covered by the car in the first 15 seconds.",360m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.8089887640449437,0.43146909725030963
True,3,False,01JF76BT903S0PMMRR1KV1ZR4M,I need exercises involving probability of single events; can you help?,"A shelf contains 50 books: 10 books are fiction, 25 books are non-fiction, and 15 books are science fiction. Alex picks one book at random from the shelf. What is the probability that the book Alex picks is either non-fiction or science fiction?",\(\frac{4}{5}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.6965986394557824,0.3803720665806621
True,3,False,01JF76BSKV3FYV7Q7A85VXSXYX,Can you provide practice problems on finding the probability of single events?,"In a classroom, there are 30 students. 18 of these students are studying Mathematics, 7 are studying Science, and 5 are studying both subjects. A student is selected at random. What is the probability that the student is studying only Mathematics?",\(\frac{13}{30}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,,0.7489878542510121,0.3777180053097119
True,3,False,01JF76BDB3CWTKPFAH5YXAMSDC,Could you give me some problems to practice rates in real-world contexts?,"The table below shows the speed of a car at different times during its journey.\
\begin{center}
\begin{tabular}{|c|c|}\hline
\textbf{Time (seconds)} & \textbf{Speed (m/s)} \\\hline
0 & 0 \\\hline
2 & 10 \\\hline
4 & 20 \\\hline
6 & 30 \\\hline
8 & 35 \\\hline
10 & 40 \\\hline
12 & 45 \\\hline
\end{tabular}
\end{center}
(a) Calculate the average acceleration between \( t = 4 \) seconds and \( t = 8 \) seconds.\\
(b) Determine the total distance traveled by the car in the first 12 seconds.","(a)3.75m/s^2,(b)390m","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.8658536585365854,0.4475635782277417
True,3,False,01JF76C64YQ2QQM9YRQ9CZSS45,Could you give me some problems to practice finding probability of single events?,"In a class of 30 students, there are 12 boys and 18 girls. One student is selected at random to represent the class in a competition. What is the probability that the student selected is a girl?",\(\frac{3}{5}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.7302405498281788,0.33827589523895635
True,3,False,01JF76BZ6BBE3WFHQXYTXQ99CQ,Where can I find practice questions on basic probability?,"In a box, there are a total of 50 marbles: 10 are red, 15 are blue, and 25 are green. Sarah randomly selects one marble from the box. What is the probability that the marble she picks is not blue?",\(\frac{7}{10}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.6989795918367347,0.3165100488506652
True,3,False,01JF76C4VXCHAXPFTH0Q80DWWJ,Do you have any sample questions on calculating probabilities of single events?,"In a classroom, there are 25 students. On a particular project day, each student brings either a photo or a document. If 10 students brought a photo, find the probability that a randomly chosen student brought a document.",\(\frac{3}{5}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.7300150829562595,0.3403117796564234
True,3,False,01JF76C7AKNNHWBF3VNB70TT4C,Can you provide practice problems on solving simultaneous equations using elimination?,Solve the simultaneous equations.\[ 4x + 3y = 21 \\ 3x - 4y = -6 \],"x=2.64,y=\frac{87}{25}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,,0.5241975739382309,0.31922269851397067
True,3,False,01JF76CJ563RSK5X3VBCTJJ69G,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations.

\[9x + 4y = 10\]
\[3x - 2y = 5\]","x=\frac{4}{3},y=-\frac{1}{2}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.3013698630136986,0.12419409800313497
True,3,False,01JF76CK0E3VBM2G2YK9Z4T3MM,Where can I find practice questions on solving equations by elimination?,Consider the following system of equations representing the dimensions of a rectangle.\n\nThe length of the rectangle is given by \( 3x + 2y = 12 \).\nThe width of the rectangle is given by \( 4x - y = 10 \).\n\nSolve the simultaneous equations to find the dimensions of the rectangle.,"x=\frac{32}{11},y=\frac{72}{11}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,,0.792982456140351,0.39765450551709786
