use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text,damerau_levenshtein_sim,jaro_winkler_sim
True,3,True,01JF76GY199NF5Z019ZZSRVGCM,I need exercises involving angle properties in circle geometry; can you help?,"In the diagram, points \( P, Q, R, \) and \( S \) lie on the circumference of a circle with center \( O \). Line \( PR \) is a diameter of the circle. If \( \angle PQR = 35^\circ \) and \( \angle QRS = 77^\circ \), find \( \angle PSR \).",55^\circ,674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.7250859106529209,0.32565674048534277
True,3,True,01JF76H3NFQVGYM6BSVNJ40QFV,Where can I find practice questions on angles in circles?,"In a circle with center \( O \), points \( E \), \( F \), and \( G \) lie on the circle. Let \( OE \) and \( OF \) be radii of the circle and \( EH \) and \( FK \) be tangents to the circle such that they meet at point \( P \). If \( \angle EOF = 128^\circ \) and \( \angle EHP = 50^\circ \), find the measure of \( \angle GEF \).",40^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337,674dcdd3b00b977d048c9338","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }","\text{Write down an expression, in terms of } \pi, \text{ for the reflex angle } AOB.",,0.7707070707070707,0.3993399227527723
True,3,True,01JF76G9QZF7DH6S6KS03VTVGX,"Could you give me some problems to practice calculating mean, median, and mode?","A botanist measures the height of a certain type of plant, in centimeters (cm), every week for 8 weeks. The frequency distribution of the heights is as follows:

\[
\begin{array}{|c|c|c|c|c|c|c|c|c|}
\hline
\text{Height (cm)} & 12 & 14 & 16 & 18 & 20 \\
\hline
\text{Frequency} & 2 & 5 & x & 3 & 1 \\
\hline
\end{array}
\]

Given that the mean height is 16 cm, determine the value of \( x \) and write down the mode height.","x=6,Mode=14cm","674dcd9cb00b977d048c92ff,674dcd9db00b977d048c9300","Ethan measures the amount of rain, in millimetres (mm), each day for 31 days. The bar chart shows his results. 

(a) Write down the median amount of rain.",(b) Find the mean amount of rain per day.,,,0.8439716312056738,0.430065317065836
True,3,True,01JF76HARG40F8C9S378PNK6WW,Do you have any sample questions on angle properties of circles?,"In the circle with center \( O \), the points \( E \), \( F \), \( G \), and \( H \) lie on the circle. Line \( EQ \) is a tangent at \( E \), and line \( HQ \) is a tangent at \( H \). Given that \( \angle EOF = 120^\circ \) and \( \angle EHQ = 30^\circ \), find the value of \( \angle EHG \).",90^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337,674dcdd3b00b977d048c9338","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }","\text{Write down an expression, in terms of } \pi, \text{ for the reflex angle } AOB.",,0.7789115646258503,0.41352053958923074
True,3,True,01JF76HJ9NYKCSBH64X4DMDH3M,Could you give me some problems to practice applying angle properties in circles?,"In the diagram, points \( M, N, P \), and \( Q \) lie on a circle with center \( O \). Segment \( MN \) is a tangent to the circle at point \( Q \), and segment \( PQ \) is a tangent to the circle at point \( R \). If the angle \( \angle MOR = 156^\circ \) and \( \angle QRP = 38^\circ \), find the value of angle \( \angle NQP \).",102^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }",,,0.6978851963746224,0.364483939172344
True,3,True,01JF76HSEF64NFMFAGQEYPKSSR,Can you provide practice problems on applying rates in real-world contexts?,"A car accelerates uniformly from rest in a straight line. The acceleration-time graph is a horizontal line at \(2 \text{ m/s}^2\) for \(5\text{ seconds}\), and then the car moves at a constant speed. 

(a) Calculate the acceleration of the car at \(t = 3 \text{ seconds}\).

(b) Find the total distance travelled by the car in the first \(8\text{ seconds}\).",55m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.8081936685288641,0.42961296012644823
True,3,True,01JF76HT8SY7GJZ5WPYFKM0JDJ,I need exercises involving real-world rate applications; can you help?,"The diagram is a speed-time graph for the first \( m \) seconds of the motion of a vehicle. 

(a) Determine the acceleration when \( t = 4 \).

(b) Compute the distance travelled in the first 8 seconds.","Theanswerwilldependonthegraphspecifics,usegraphinterpretations.","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.6518151815181518,0.3213469833119166
True,3,True,01JF76J5NAJGBDYY6F8PWS53K2,Where can I find practice questions on rates in practical situations?,"An object moves such that its velocity-time graph for the first 12 seconds is described as follows: It accelerates uniformly from rest to a speed of \(60\,\text{m/s}\) in the first 4 seconds, remains constant for the next 4 seconds, and then decelerates uniformly to a stop in the final 4 seconds.\( \)
(a) Determine the acceleration during the first 4 seconds.\( \)
(b) Calculate the total distance travelled by the object in the first 12 seconds.","(a)15\,\text{m/s}^2;(b)480\,\text{m}","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.8355654761904763,0.43522996213186094
True,3,True,01JF76K29CGJM4T6XG2F4518WJ,Can you provide practice problems on finding the probability of single events?,"A bookshelf contains 30 books: 12 are novels, 8 are biographies, and 10 are science books. Emma chooses one book at random. What is the probability that the book selected is not a science book?",\(\frac{2}{3}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.6787564766839379,0.3373749807150701
True,3,True,01JF76JQ766TSFAPJQBB8XW9JV,Could you give me some problems to practice rates in real-world contexts?,"A speed-time graph shows the speed of a cyclist in meters per second (m/s). The cyclist accelerates uniformly from a speed of \(0\) m/s to \(25\) m/s over \(10\) seconds. After reaching this speed, the cyclist continues at \(25\) m/s for the next \(5\) seconds.\[\text{(a)}\] Calculate the acceleration during the first \(10\) seconds.\[\text{(b)}\] Determine the total distance covered in the first \(15\) seconds.",375m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.8313253012048193,0.42938952270691977
True,3,True,01JF76K9G2VGKKTY0BQB74J3R3,I need exercises involving probability of single events; can you help?,"A basket contains 50 fruit pieces: 18 are apples, 15 are oranges, and 17 are bananas. Olivia selects one fruit at random. \[ \text{(a)} \] What is the probability that the fruit is not an apple?",\frac{16}{25},"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.683848797250859,0.32259306894551526
True,3,True,01JF76KE3FVKKE53HPKGFFCD8T,Where can I find practice questions on basic probability?,"A bag contains 25 coloured marbles: 10 are blue, 7 are green, and 8 are red. Leah randomly picks one marble from the bag. What is the probability that the marble is either blue or red?",\(\frac{18}{25}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.6641002415458938,0.2793190081887953
True,3,True,01JF76JNT2TCHMN4S397F5E13J,Do you have any sample questions on applying rates to real-life problems?,"The diagram is the speed-time graph for the first \( t \) seconds of the motion of an object. Assume that for 0 seconds \( \le t < 4 \) seconds, the speed increases uniformly from 0 m/s to 30 m/s; then for 4 seconds \( \le t < 6 \) seconds, the speed remains constant at 30 m/s; and finally for 6 seconds \( \le t < 9 \) seconds, the speed decreases uniformly to 0 m/s. 

(a) Find the acceleration when \( t = 3 \). 
(b) Calculate the total distance covered in the first 9 seconds.","(a)10\text{m/s}^2,(b)135\text{meters}","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.,,0.8288288288288289,0.42876123838484004
True,3,True,01JF76KPFZ69YXH167VASBR8F3,Do you have any sample questions on calculating probabilities of single events?,"In a deck of 52 playing cards, 12 cards are face cards (King, Queen, Jack) and the remaining are numbered cards. If a card is drawn at random, find the probability that it is not a face card.",\frac{10}{13},"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.6882817044793486,0.34162612064001974
True,3,True,01JF76KX7Q9F59M1XP2TAJS54P,Could you give me some problems to practice finding probability of single events?,"A jar contains 50 marbles: 12 are red, 18 are green, and 20 are blue. A marble is picked at random from the jar. What is the probability that the marble is either green or blue?",\(\frac{19}{25}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,,0.6738170903954802,0.29866005099460974
True,3,True,01JF76M0548QM8YNM3VAS3JXPT,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the following simultaneous equations:
\[ 4x + 5y = 20 \]
\[ 3x - 2y = 6 \]","x=\frac{70}{23},y=\frac{36}{23}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.,,0.58042071197411,0.3404752542215941
True,3,True,01JF76KYM997VVAFG1V7Q8HW59,Can you provide practice problems on solving simultaneous equations using elimination?,"Solve the simultaneous equations:
\[ 5x + 3y = 1 \]
\[ 3x - 2y = 14 \]","x=\frac{44}{19},y=-\frac{77}{57}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.2328767123287671,0.09752120026092626
True,3,True,01JF76M9S7VWD72G02PFZ1YQ9H,Do you have any sample questions on elimination method for simultaneous equations?,"Solve the simultaneous equations:
\[ 3x + 4y = 16 \]
\[ 5x - 2y = 10 \]","x=\frac{36}{13},y=\frac{25}{13}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.2602739726027397,0.10266745586124126
True,3,True,01JF76M3HR681TYF42CE091P9B,Where can I find practice questions on solving equations by elimination?,"Solve the simultaneous equations:
\[ 4x + 3y = 9 \]
\[ -3x + 5y = 14 \]","x=0.104,y=2.862",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.2602739726027397,0.09927762535276674
