use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text
True,2,True,01JF75EADETM9PFZB8X9AXQC23,"Could you give me some problems to practice calculating mean, median, and mode?","Lucas records the number of steps he takes over a period of 10 days. The number of steps for each day is as follows:
\[ 3000, 4500, 3200, 4100, 3900, 3600, 4400, 3800, 3500, 4700 \]
Calculate the mean, median, and mode of the steps over these 10 days.","Mean=3870,Median=3850,Mode=None","674dcd9cb00b977d048c92ff,674dcd9db00b977d048c9300","Ethan measures the amount of rain, in millimetres (mm), each day for 31 days. The bar chart shows his results. 

(a) Write down the median amount of rain.",(b) Find the mean amount of rain per day.,,
True,2,True,01JF75ER2JBHT58J53XS22JKYX,I need exercises involving angle properties in circle geometry; can you help?,"In a circle with center \( O \), points \( D, E, F, \) and \( G \) are located on the circumference. Line \( EF \) is a tangent to the circle at point \( E \). If angle \( \angle EOF = 138^\circ \) and angle \( \angle DOG = 46^\circ \), find the measure of angle \( \angle EGF \).",111^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }",,
True,2,True,01JF75ESVHEW3Q9M4SBBD898B5,Where can I find practice questions on angles in circles?,"In the diagram, points \( P, Q, \) and \( R \) lie on a circle with center \( O \). The line \( PR \) is a tangent to the circle at \( P \), and \( OQ \) is a line drawn from the center to point \( Q \) on the circle. If the angle \( \angle POQ = 160^\circ \), find the angle \( \angle PQR \).",80^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }",,
True,2,True,01JF75FD6FY021PCF462P2S4BX,Do you have any sample questions on angle properties of circles?,"In the diagram, points \( D \), \( E \), \( F \), and \( G \) lie on a circle centered at \( O \). Segment \( DG \) is a tangent to the circle at point \( G \), and segment \( EO \) passes through point \( O \). If angle \( \angle EOF = 60^\circ \) and \( \angle DEG = 35^\circ \), find \( \angle EGF \).",25^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }",,
True,2,True,01JF75FDTBCA1FMCM9ZYPVP34R,Could you give me some problems to practice applying angle properties in circles?,"In the diagram, points \( X, Y, \) and \( Z \) lie on a circle with center \( O \). Line \( XY \) is a diameter of the circle. If the angle \( \angle XOY = 134^\circ \) and \( \angle YXZ = 56^\circ \), determine \( \angle ZYX \).",34^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }",,
True,2,True,01JF75FJ3SVPTMNPQQ07JD882W,I need exercises involving real-world rate applications; can you help?,"The speed-time graph below shows the journey of a bicycle for a duration of \( k \) minutes. The speed of the bicycle increased uniformly from 0 m/s to 30 m/s over the first 3 minutes. It then moved at a constant speed of 30 m/s for the next \( (k-3) \) minutes.

(a) Determine the acceleration during the first 3 minutes.

(b) Calculate the total distance covered by the bicycle during the entire \( k \) minutes if \( k = 8 \).","0.1667\text{m/s}^2\,\text{and}\,11700\text{m}","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,,
True,2,True,01JF75FGBT81BET1CFZ79W2VS4,Can you provide practice problems on applying rates in real-world contexts?,"A car accelerates uniformly from rest at a constant rate for 8 seconds until it reaches a speed of 32 m/s. It then maintains this speed for the next 4 seconds. 
(a) What is the acceleration of the car during the first 8 seconds?
(b) Calculate the total distance traveled by the car in the first 12 seconds.",288m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,,
True,2,True,01JF75G31XE2SF00F7AC3Z71C1,Where can I find practice questions on rates in practical situations?,A car starts from rest and accelerates uniformly to a speed of 32 m/s over 4 seconds. It then maintains this speed for the next 6 seconds before coming to a stop uniformly over another 5 seconds. Find the total distance travelled by the car.,224m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,,
True,2,True,01JF75G5WX5HS0RNXT5QS9AR6J,Do you have any sample questions on applying rates to real-life problems?,"A car accelerates uniformly from rest and reaches a speed of \( 60 \text{ m/s} \) in \( 15 \) seconds. Then, it maintains this speed for \( 20 \) seconds. Finally, it decelerates uniformly to rest in \( 10 \) seconds. 

(a) Calculate the acceleration during the first \( 15 \) seconds.

(b) Determine the total distance travelled by the car during this entire motion.",1650\text{m},"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,,
True,2,True,01JF75GSQ0FQS2RF1KSZANZFHK,Can you provide practice problems on finding the probability of single events?,"A jar contains 50 marbles: 12 are red, 18 are blue, and 20 are green. Mia selects one marble at random. Find the probability that the marble is red or green.",16/25,"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,
True,2,True,01JF75GXRC77KYXMHF1BE2DBB2,I need exercises involving probability of single events; can you help?,"A jar contains three types of candies: 12 are strawberry-flavored, 8 are lemon-flavored, and 10 are orange-flavored. Rachel randomly picks one candy from the jar. What is the probability that the candy is not lemon-flavored?",\(\frac{11}{15}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,
True,2,True,01JF75GG9MSCAJBG0RRPGHRJC8,Could you give me some problems to practice rates in real-world contexts?,"A car accelerates uniformly from rest at a speed of \( 20 \, \text{m/s} \) over 10 seconds on a straight road. After reaching this speed, it travels at a constant speed for another 5 seconds. Find the total distance traveled by the car in these 15 seconds.","250\,\text{m}","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,,
True,2,True,01JF75H5AFQ60ECM9BD8RHE8GN,Do you have any sample questions on calculating probabilities of single events?,"A jar contains 50 candies: 20 are strawberry flavored, 10 are lemon flavored, and 20 are mint flavored. Alex randomly picks one candy from the jar.
(a) What is the probability that the candy is not mint flavored?",\(\frac{3}{5}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,
True,2,True,01JF75HB8H22QQHKSJPCMCA15R,Could you give me some problems to practice finding probability of single events?,"In a bookshelf, there are 50 books. 20 books are mystery novels, 15 books are science fiction, and 15 books are non-fiction. Jane randomly picks one book from the shelf. What is the probability that the book is not a mystery novel?",\(\frac{3}{5}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,
True,2,True,01JF75H2M4DBXAKF00XP6TS281,Where can I find practice questions on basic probability?,"A jar contains 30 candies of three flavors: 10 are strawberry, 8 are mango, and 12 are blueberry. Alex picks one candy at random from the jar.
(a) Find the probability that the candy is not blueberry-flavored.",\frac{9}{15}=\frac{3}{5},"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",,
True,2,True,01JF75HGQZG315BTXJ3CTXK66K,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations using elimination method:
\[ 4x + 3y = 18 \]
\[ 5x - 2y = 7 \]","x=2.478,y=2.696","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",,
True,2,True,01JF75HCH8RJEM7YD55SNBRHRR,Can you provide practice problems on solving simultaneous equations using elimination?,"Solve the simultaneous equations:
\[ \begin{align*} 3x + 5y &= 14 \\ 4x - 2y &= 6 \end{align*} \]","x=3.4,y=3.8","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",,
True,2,True,01JF75HS2EJTYBWTRNDT79PSNK,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations for \( x \) and \( y \): \[ 3x - y = 7 \] \[ 4x + 2y = 18 \],"x=3.2,y=2.6","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",,
True,2,True,01JF75HXBT91CP8JG3XDQAW765,Do you have any sample questions on elimination method for simultaneous equations?,"Solve the simultaneous equations:
\[ 6x - 4y = 10 \]
\[ 3x + 5y = 17 \]","x=\frac{59}{21},y=\frac{4}{7}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",,
True,2,True,01JF75J4VE7JCSYHB05VJ57HPS,Can you provide practice problems on evaluating algebraic formulas?,Rearrange the equation to make \( x \) the subject: \( \frac{c}{3x+2} = \frac{d}{4x} \).,\(x=\frac{2d}{4c-3d}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
True,2,True,01JF75J4GJR57E6J9WSMPG48BP,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations:
\[ 4x + 5y = 21 \]
\[ 3x - 2y = 4 \]","x=\frac{62}{23},y=\frac{29}{23}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",,
True,2,True,01JF75JGXCMF2JMDMJFGY5GSFG,I need exercises involving evaluating algebraic expressions; can you help?,Rearrange the following equation to make \( x \) the subject:  \[ \frac{c}{3x+4} = \frac{d}{4x-2} \],\(x=\frac{4d+2c}{4c-3d}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,
