use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text,citation_4_text,damerau_levenshtein_sim,jaro_winkler_sim
False,1,False,01JF745NXJSJKDW8Y5KMY00YED,Where can I find practice questions on angles in circles?,"Consider a circle with center O and points P, Q, X, and Y on its circumference. PX and QY are tangents to the circle at points X and Y, respectively. \(\angle XOY = 164^\circ\) and \(\angle PYX = 48^\circ\). (a) Determine the value of (i) \(\angle XPY\), (ii) \(\angle XMY\) where M is on the arc XOY. (b) Is OY parallel to PX? Justify your answer.","(i)\(16^\circ\),(ii)\(82^\circ\);OYisnotparalleltoPX.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.5459770114942529,0.2969417822496574
False,1,False,01JF745FEEA1MW64TJ8JM3TWCG,I need exercises involving angle properties in circle geometry; can you help?,"E, F, G, and H lie on a circle, center O. EQ is a tangent to the circle at E and GQ is a tangent to the circle at G. \( \angle EOF = 130^\circ \text{ and } \angle FEG = 38^\circ. \) (a) Determine (i) \( \angle EHG, \) (ii) \( \angle EFG. \) (b) Is OG parallel to FE? Justify your answer.","(i)\(50^\circ\),(ii)\(50^\circ\),(b)No,OGisnotparalleltoFE.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.281786941580756,0.1950706948938481
False,1,False,01JF745ENFB573TQ6ZN3GJXD3Q,Can you provide practice problems on applying angle properties of circles?,"In a circle with center O, points E and F are external to the circle. Line segment EQ is tangent to the circle at E, and line segment FQ is tangent to the circle at F. Provided that \(\angle EOF = 128^\circ\) and \(\angle FEQ = 48^\circ\). (a) Determine the value of (i) \(\angle EGF\), (ii) \(\angle EFQ\). (b) Determine whether line OE is parallel to line QF. Provide justification for your answer.","(i)64^\circ,(ii)132^\circ,OEisparalleltoQF.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.54,0.30942791263354374
False,1,False,01JF745TQB8RA47175134XGGW5,Do you have any sample questions on angle properties of circles?,"Points P, Q, R, and S are located on a circle with center O. TP is a tangent to the circle at P, and TQ is a tangent to the circle at Q. \( \angle POR = 118^\circ \) and \( \angle QTP = 37^\circ \). (a) Determine the measure of (i) \( \angle PSQ \), (ii) \( \angle PRQ \). (b) Are the lines OQ and TP parallel? Provide justification for your answer.","(i)\(59^\circ\),(ii)\(121^\circ\).OQandTParenotparallel.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.4040114613180516,0.3016355131034061
False,1,False,01JF746SXEH4D5725QNT4PAV81,Where can I find practice questions on rates in practical situations?,"A speedboat accelerates uniformly from rest and its speed-time graph for the first few seconds is shown below. (a) Determine the acceleration at the instant when time, \( t = 4 \) seconds.",\(a=\frac{v}{4}\),674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,,0.5425531914893617,0.27376000041914006
False,1,False,01JF746CWQDP6KNNZ9ZV97ECH8,Could you give me some problems to practice applying angle properties in circles?,"Points P, Q, R, and S are on a circle centered at O. PQ is a tangent to the circle at P, and QR is a tangent at Q. If \( \angle POR = 130^\circ \) and \( \angle SPQ = 50^\circ \), find: (a) (i) \( \angle PSR \) (ii) \( \angle PQR \) (b) Determine whether line OR is parallel to line PS with an explanation.","(i)\(25^\circ\),(ii)\(50^\circ\)",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,,,0.46405228758169936,0.27614800215618895
False,1,False,01JF746S5HNVB0YN1RQW1Z5SRN,I need exercises involving real-world rate applications; can you help?,"A train moves along a straight track, and the speed-time graph for the first 10 seconds of its journey is depicted in a diagram. (a) Calculate the acceleration of the train at time \( t = 7 \).","Theaccelerationat\(t=7\)is\(x\,\text{m/s}^2\)(valuetobedeterminedbasedonthegraph).",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,,0.47668393782383417,0.27404437764505796
False,1,False,01JF7478E9ATY8DVPHGBHBTZ1H,Do you have any sample questions on applying rates to real-life problems?,"An elevator ascends vertically with a speed-time graph mapping its motion over the first k seconds. (a) Calculate the acceleration of the elevator when time, \( t = 10 \) seconds, assuming the graph exhibits a linear increase in speed during this period.",2\text{m/s}^2,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,,0.6377952755905512,0.3312251808218628
False,1,False,01JF747907HBJR63W76NN378QY,Could you give me some problems to practice rates in real-world contexts?,"A car moves along a straight road, and the speed-time graph for the first k seconds of its journey is shown. (a) Determine the acceleration of the car at time \( t = 5 \text{ seconds} \).",\(a=3\text{m/s}^2\),674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,,0.47058823529411764,0.27165709491638435
False,1,False,01JF746QVK3FJ8KPV4AR6AK27M,Can you provide practice problems on applying rates in real-world contexts?,"A car travels along a straight path, and the diagram shows its speed-time graph for the first 8 seconds of its journey. (a) Calculate the car's acceleration at \( t = 3 \) seconds.","Theaccelerationis\(x\)\(\text{m/s}^2\),where\(x\)wouldbefoundfromthespecificgraphprovided.",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,,,0.5222222222222223,0.2747412149899221
False,1,False,01JF747PP7K2GCY1AF62NMMFKQ,I need exercises involving probability of single events; can you help?,"(d) In a week, Sophia recorded the amounts of daily rain as follows: [5 mm, 1 mm, 0 mm, 3 mm, 7 mm, 8 mm, 4 mm]. Sophia picks one day at random from this week. Calculate the probability that the rainfall on that day was at least 2 mm.",\(\frac{5}{7}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,,0.7264957264957265,0.32298509571236844
False,1,False,01JF747PC1D9DSD1CENC50H0YJ,Can you provide practice problems on finding the probability of single events?,"In a small town, the number of cloudy days with rain recorded over a month are as follows: Anil observed rain measurements of 0 mm for 5 days, 1 mm for 6 days, 2 mm for 7 days, 3 mm for 4 days, and 4 mm for 8 days. If Anil randomly selects one day from this month, what is the probability that the rainfall on that day was at least 3 mm?",\(\frac{2}{5}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,,0.7893175074183977,0.4176077030722246
False,1,False,01JF747ZJ6VMG7HCRGEEQEPJQ4,Could you give me some problems to practice finding probability of single events?,"(c) Maria randomly selects one day in April to observe. Determine the probability that on that day, the rainfall was at least 5 mm.",0.4,674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,,0.5267175572519084,0.15375998509933275
False,1,False,01JF747QS2J4Q5MN86H7NWC36R,Where can I find practice questions on basic probability?,"Maria chooses a random day from her travel journal, which records the temperatures for each day of her vacation. Estimate the probability that on the chosen day, the temperature was at least 25 degrees Celsius.",\(P(\text{temperature}\geq25)=\frac{\text{favorableoutcomes}}{\text{totaloutcomes}}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,,0.6476190476190476,0.3293991518448477
False,1,False,01JF747SP7YA209JBMWX4GBDNP,Do you have any sample questions on calculating probabilities of single events?,"(c) Claire randomly selects one of the days from the past week. Calculate the probability that on that day, the temperature was 25°C or higher.",\(\frac{3}{7}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,,,0.46853146853146854,0.1557331368716246
False,1,False,01JF7483635K9TSJW8HMF7XS4M,Can you provide practice problems on solving simultaneous equations using elimination?,"A store sells two types of pencils: red pencils and blue pencils. The total cost of 7 red pencils and 2 blue pencils is $8, and the total cost of 3 red pencils minus the cost of a blue pencil is $3. Determine the cost of one red pencil and one blue pencil.",Thecostofoneredpencilis\(\frac{14}{13}\)dollarsandthecostofonebluepencilis\(\frac{3}{13}\)dollars.,674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.84765625,0.5025410519845452
False,1,False,01JF7486K50750BZZ8918A07BT,I need exercises involving elimination method for simultaneous equations; can you help?,"A farmer needs to plant exactly 8 acres of two types of crops: corn and wheat. Each acre of corn yields 7 units of profit, and each acre of wheat yields 2 units of profit. The farmer aims to maximize profit such that the profit from corn minus the profit from wheat equals 3 units. How many acres of corn and wheat should the farmer plant? Solve the equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \), where \( x \) represents acres of corn and \( y \) represents acres of wheat.","Corn=\(\frac{14}{13}\)acres,Wheat=\(\frac{3}{13}\)acres",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.8535564853556485,0.5069946172820139
False,1,False,01JF748DP314GR09EMTG1HH9AB,Could you give me some problems to practice solving simultaneous equations by elimination?,Solve the simultaneous equations: \( 5a + 3b = 12 \) and \( 2a - b = 4 \).,"\(a=\frac{24}{11},b=\frac{4}{11}\)",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.13513513513513514,0.0680724310861297
False,1,False,01JF748ABPNS9NAC4DVJTJ7CW4,Do you have any sample questions on elimination method for simultaneous equations?,"A store sells pens and notebooks. If 7 pens and 2 notebooks cost $8, and 3 pens minus one notebook costs $3, find the cost of one pen and one notebook using simultaneous equations.","\(x=\frac{14}{13},y=\frac{3}{13}\)",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.8,0.47909690512430236
False,1,False,01JF7487M85B5BS4YMD3ZB32FX,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations: \( 5x + 4y = 18 \) and \( x - 3y = -7 \).,"x=2,y=3",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,,,0.09333333333333334,0.05558273843977113
False,1,False,01JF748R3C0NTVZACCBF9W5N0Q,I need exercises involving evaluating algebraic expressions; can you help?,"Given that 3^{20} \times 9 = 27^y, \text{ find the value of } y.",\frac{22}{3},674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,,0.2222222222222222,0.11953272128060255
False,1,False,01JF748JKM6CMZVDM6RGARGS1F,Can you provide practice problems on evaluating algebraic formulas?,Find the value of \( x \) such that \( 4^{16} = 3 \times 12^x \).,16,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,,0.7638888888888888,0.3381926274783418
False,1,False,01JF748R4VJ6HYAECD1YXAKP9K,Where can I find practice questions on evaluating formulas?,"If 4^{16} \times 3 = 9 \times 2^{2y}, \text{ find the value of } y.",16,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,,0.2916666666666667,0.2468788355772925
False,1,False,01JF748SDH7T6AF7PKXP8Z0RHH,Do you have any sample questions on evaluating algebraic equations?,"If 5^{12} \times 2 = 4 \times 10^y, \text{ find the value of } y.",12,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,,0.25,0.26836482231219083
False,1,False,01JF749261HTD14219S7JVAV7T,Could you give me some problems to practice evaluating algebraic formulas?,A quantity that equals \( 2^{16} \times 4 = 9^y \times 3 \). Find the value of \( y \).,y=9,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,,,0.47126436781609193,0.29789272030651326
False,1,False,01JF749TN54X4QVHS49WQ0555Y,What is the Fibonacci sequence used for in real life?,"Alan has 180 bananas, 240 oranges, and 300 apples that he wants to distribute equally among a certain number of fruit baskets without any leftover fruits. What is the greatest number of fruit baskets that can be made evenly? Then, specify how many of each fruit will go into each basket.",60,"674dcda1b00b977d048c9309,674dcda0b00b977d048c9308",(ii) State the number of each fruit in a fruit basket.,"Mary needs to pack 210 oranges, 252 apples and 294 pears into identical fruit baskets. (i) What is the largest possible number of fruit baskets that can be packed?",,,0.740418118466899,0.3844544051015255
