use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text
True,3,True,01JERX7CKZ5MXQ08N1YY8P9MG4,I need exercises involving angle properties in circle geometry; can you help?,"In the figure, points \( P, Q, S , \) and \( T \) lie on a circle with center \( R \). \( ST \) is a tangent to the circle at \( S \), and \( UT \) is a tangent to the circle at \( T \). Given that angle \( \angle SRT \) is \( 138^\circ \) and angle \( \angle URT = 48^\circ \), find the measure of angle \( \angle PQU \).",48^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337,674dcdd3b00b977d048c9338","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }","\text{Write down an expression, in terms of } \pi, \text{ for the reflex angle } AOB."
True,3,True,01JERX7J3GXQ2ZZ4S9X8BAHS4Q,Where can I find practice questions on angles in circles?,"In the diagram, points \( E \), \( F \), \( G \), and \( H \) lie on a circle with center \( O \). The line \( EF \) is a tangent to the circle at \( E \), and line \( GH \) is tangent to the circle at \( G \). If angle \( EOF = 120^\circ \) and angle \( EFH = 38^\circ \), find the value of angle \( EGH \).",30^\circ,"674dcdb4b00b977d048c931a,674dcdd3b00b977d048c9337,674dcdd3b00b977d048c9338","A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}","A, B, C \text{ and } D \text{ lie on a circle with centre } O \text{ and radius } 5 \text{ cm. } \angle AOB = 1.8 \text{ radians. }","\text{Write down an expression, in terms of } \pi, \text{ for the reflex angle } AOB."
True,3,True,01JERX70ZDTTEK8MJF63Z7X7WR,"Could you give me some problems to practice calculating mean, median, and mode?","Jenny recorded the height, in centimeters, of different plants in her garden over a week. The results are displayed below:

\[
\begin{array}{|c|c|c|c|c|c|c|c|}
\hline
\text{Height (cm)} & 10 & 15 & 20 & 25 & 30 & 35 & 40 \\
\hline
\text{Frequency} & 5 & 7 & x & 6 & y & 8 & 3 \\
\hline
\end{array}
\]

The mean height is 25 cm. Determine the median and mode of the plant heights.","Medianis25cm,Modeis35cm.","674dcd9cb00b977d048c92ff,674dcd9db00b977d048c9300,674dcdc9b00b977d048c9325","Ethan measures the amount of rain, in millimetres (mm), each day for 31 days. The bar chart shows his results. 

(a) Write down the median amount of rain.",(b) Find the mean amount of rain per day.,"Tristen has written five positive integers. The median of these numbers is 8, the mode is 7 and the mean is 13. The range of these numbers is 21. Find the five numbers."
True,3,True,01JERX7YBBCRP9629PK32NFJ6R,Do you have any sample questions on angle properties of circles?,"A circle has center \( O \), and points \( A \), \( B \), and \( C \) lie on the circle forming triangle \( ABC \). Given that \( \angle AOB = 128^\circ \) and \( D \) is a point such that \( OD \) is a diameter of the circle. If \( P \) is the point of intersection of tangent lines to the circle at \( A \) and \( B \), find \( \angle ACB \).",64^\circ,674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
True,3,True,01JERX81WNMJ43CZAQ12F54EW9,Could you give me some problems to practice applying angle properties in circles?,"In the diagram, points \( P, Q, R, \) and \( S \) lie on a circle with center \( O \). \( PQ \) is a tangent to the circle at \( P \) and angle \( QRO = 148^\circ \). If angle \( POS = 96^\circ \), find the measure of angle \( PRQ \).",64^\circ,674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
True,3,True,01JERX8EB4WNB4WFBECW812Q25,Where can I find practice questions on rates in practical situations?,"A car accelerates uniformly from rest. The speed-time graph shows speed in m/s on the vertical axis and time in seconds on the horizontal axis. The speed reaches 25 m/s in the first 5 seconds, remains constant for the next 10 seconds, and then decelerates to rest in 5 seconds.\n\n(a) Find the acceleration during the first 5 seconds.\n\n(b) Find the total distance travelled by the car in the entire journey.",375m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.
True,3,True,01JERX85THG29WMFD1Z2YR07R1,Can you provide practice problems on applying rates in real-world contexts?,"The diagram is a speed-time graph for the first \( n \) seconds of the motion of an object. The speed increases at a constant rate from 0 to 30 m/s in the first 3 seconds, then remains constant for the next 2 seconds, and finally decreases to 0 m/s in the last 5 seconds. 
(a) Find the acceleration during the first 3 seconds.
(b) Calculate the total distance traveled by the object in the first 10 seconds.","Accelerationduringthefirst3seconds:\(10\,\text{m/s}^2\)Totaldistancetraveled:\(135\,\text{meters}\)","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.
True,3,True,01JERX8RGK9DG4VVGCKNWMEG5M,Do you have any sample questions on applying rates to real-life problems?,"An object moves with the speed-time profile depicted as follows: for the first 4 seconds, the object accelerates uniformly from rest to 30 m/s; it then maintains a constant velocity of 30 m/s for the next 4 seconds before decelerating uniformly to rest over the next 4 seconds.\
\(a)\) Find the object's acceleration during the first 4 seconds.\
\(b)\) Calculate the total distance traveled by the object over the 12-second period.",240m,"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.
True,3,True,01JERX8ATA89A0XHF1FFVSAN0Q,I need exercises involving real-world rate applications; can you help?,"A car starts from rest and accelerates uniformly to a speed of \(60\text{ m/s}\) over \(15\text{ seconds}\). The car then continues at a constant speed for \(5\text{ seconds}\), abruptly decelerates to \(20\text{ m/s}\) over \(10\text{ seconds}\), and finally slows steadily to a stop in \(10\text{ seconds}\). \text{(a)} Calculate the car's acceleration during the first \(15\text{ seconds}\). \text{(b)} Determine the total distance traveled by the car in the first \(40\text{ seconds}\).",1100m(approximately),"674dcde3b00b977d048c9356,674dcde3b00b977d048c9357,674dcde4b00b977d048c9358",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,(c) The distance travelled in the first k seconds is 520 m. Find the value of k.
True,3,True,01JERX96FANAV561HE3D6KH2PF,Can you provide practice problems on finding the probability of single events?,"A box contains 50 marbles: 10 are red, 25 are blue, and 15 are green. Riley picks one marble at random. What is the probability that Riley picks a marble that is not red?",\(\frac{4}{5}\),"674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,
True,3,True,01JERX9FAJ36NTYJVB81XDJREP,I need exercises involving probability of single events; can you help?,"A box contains 25 cards. 10 cards are red, 8 cards are blue, and the rest are green. A card is chosen at random from the box. Calculate the probability that the card chosen is either red or green.",\(\frac{17}{25}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.
True,3,True,01JERX9G40E7W6K0A65601TV0M,Where can I find practice questions on basic probability?,"A library has three sections: Fiction, Non-Fiction, and Science. The Fiction section contains 20 books, the Non-Fiction section contains 15 books, and the Science section contains 25 books. Sarah randomly picks a book.

(a) What is the probability that the book is not from the Science section?",\(\frac{7}{12}\),"674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.,
True,3,True,01JERX9MBPHSYNFFRJZP5T07RR,Do you have any sample questions on calculating probabilities of single events?,"A jar contains 40 marbles. 10 marbles are red, 15 are green, and 15 are blue. If one marble is randomly selected from the jar, what is the probability that it is either green or blue?",\(\frac{3}{4}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.
True,3,True,01JERX96EGQXP9XAJ4PTKZD4H1,Could you give me some problems to practice rates in real-world contexts?,A car accelerates from rest at a constant rate. Its speed-time graph shows that the speed reaches 20 m/s in 4 seconds and then remains constant for an additional 6 seconds. \[ \text{(a) Calculate the acceleration during the first 4 seconds.} \] \[ \text{(b) Determine the total distance traveled in the first 10 seconds.} \],"5m/s^2,160m","674dcde3b00b977d048c9356,674dcde3b00b977d048c9357",The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,(b) Find the distance travelled in the first 10 seconds.,
True,3,True,01JERX9YDBHD3AK7V1YXQRT7PS,Could you give me some problems to practice finding probability of single events?,"A jar contains a mix of candies: 8 are cherry flavored, 12 are lemon flavored, and 10 are strawberry flavored. If Maria selects one candy at random from this jar, what is the probability that it is not cherry flavored?",\(\frac{11}{15}\),"674dcd9db00b977d048c9301,674dcd9eb00b977d048c9304,674dcd9fb00b977d048c9305","(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.","A drawer contains 40 balls. 15 balls are black, 5 balls are grey and 20 balls are white. Samuel chooses one ball from the drawer at random. (a) Find the probability that the ball is not black.",Samuel adds a few more grey balls. The probability of choosing a grey ball is now \( \frac{2}{7} \). (b) Find the number of grey balls he added.
True,3,True,01JERXA0BJGFT2R3RKE52S17Q3,Can you provide practice problems on solving simultaneous equations using elimination?,"Solve the simultaneous equations:
\[ 5x - 4y = 9 \]
\[ 3x + 2y = 7 \]","x=\frac{23}{11},y=\frac{4}{11}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.
True,3,True,01JERXA3VQBHKRDZ9YY6HH63KB,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations.
\[ 4x + 3y = 10 \]
\[ 3x - 5y = -7 \]","x=1,y=2","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.
True,3,True,01JERXA77F4VS879K5DTTA007D,Where can I find practice questions on solving equations by elimination?,"Solve the following simultaneous equations for \(x\) and \(y\):
\[ 5x - 2y = 10 \]
\[ 3x + 4y = 20 \]","x=\frac{40}{13},y=\frac{30}{13}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.
True,3,True,01JERXAESPJGQFXFVVJPTNW8A9,Do you have any sample questions on elimination method for simultaneous equations?,"Solve the simultaneous equations using the method of elimination:
\[ 3x + 5y = 17 \]
\[ 5x - 2y = 4 \]","x=\frac{54}{31},y=\frac{179}{31}","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.
True,3,True,01JERXARQDYVS3BA2WRSY4C1XV,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations by elimination:
\[ 4x + 9y = 19 \]
\[ 3x - 2y = 11 \]","x=3.914,y=0.371","674dcd9fb00b977d048c9306,674dcdccb00b977d048c932a,674dcdccb00b977d048c932b",Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,"ABC is an equilateral triangle with lengths \((5x + y)\) cm, \((16y - x)\) cm and \((4x + 5 - 3y)\) cm. (a) Write down two simultaneous equations, in terms of \(x\) and \(y\), to represent this information.",(b) Solve the simultaneous equations and hence find the area of triangle ABC.
True,3,True,01JERXB0659RTKXD9ERAEE3GMJ,I need exercises involving evaluating algebraic expressions; can you help?,"Rearrange this formula to solve for \( v \):  
\[d = \frac{c}{5v+2} + \frac{e}{3v}\]",v=\frac{3de-2c}{5c-15de},"674dcdb5b00b977d048c931d,674dce18b00b977d048c939f","Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.","Given \( a = 2bv + xk \), find \( x \) when \( a = 2 \), \( b = 3 \), \( v = -4 \), and \( k = 5 \).",
True,3,True,01JERXAW4HFVR6TZMPWYXJT7P4,Can you provide practice problems on evaluating algebraic formulas?,Rearrange the equation \( \frac{m}{3x+4} = \frac{n}{7x} \) to make \( x \) the subject.,x=\frac{4n}{7m-3n},674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
True,3,True,01JERXB9A5RN3HMB0T2ZXMZFHS,Where can I find practice questions on evaluating formulas?,"Given the formula \( y = \frac{mx + c}{d} \), rearrange this equation to make \( x \) the subject.",\(x=\frac{dy-c}{m}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
