use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text
False,1,False,01JEQHQH1A2SWBG475GF7JP2RH,Can you provide practice problems on applying angle properties of circles?,"In circle center O, points X, Y, Z, and W are concyclic. XP is a tangent to the circle at X, and YQ is a tangent at Y. If \( \angle XOY = 136^\circ \) and \( \angle ZXP = 38^\circ \), determine (a) (i) \( \angle XYZ \), (ii) \( \angle XZW \). (b) Is YZ parallel to XW? Provide an explanation.","(a)(i)\(68^\circ\);(ii)\(38^\circ\).(b)No,YZisnotparalleltoXWbecausethecorrespondinganglesarenotequal.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
False,1,False,01JEQHR29BARJN9D8Q00HWQ277,Where can I find practice questions on angles in circles?,"Question: Points X, Y, Z, and W are on a circle centered at O. XT and YT are tangents to the circle at X and Y, respectively. \angle XOY = 156^\circ and \angle WXT = 36^\circ. (a) Determine the value of (i) \angle XYZ, (ii) \angle XWZ. (b) Are lines OY and XW parallel? Justify your answer.","(i)\angleXYZ=78^\circ,(ii)\angleXWZ=114^\circ.No,OYandXWarenotparallel.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
False,1,False,01JEQHRBF0RA7SQP4T8EAH8R5M,Can you provide practice problems on applying rates in real-world contexts?,"A car accelerates uniformly from rest at a rate of \( 3 \, \text{m/s}^2 \). Calculate the distance it travels in the first 8 seconds.","96\,\text{m}",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
False,1,False,01JEQHR9MEEW2PA9NNY16KD9V8,Could you give me some problems to practice applying angle properties in circles?,"Question: Points W, X, Y, and Z lie on a circle with center O. WX is a tangent to the circle at W, and YZ is a tangent to the circle at Y. If \( \angle WOY = 148^\circ \) and \( \angle ZWX = 38^\circ \), find: (a) the measure of \( \angle WZY \), (b) \( \angle WXY \).
(c) Determine if line WY is parallel to line XZ. Justify your answer.","\(\angleWZY=74^\circ\),\(\angleWXY=38^\circ\),WYisnotparalleltoXZ.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
False,1,False,01JEQHRP4S4RJ6R40CP0B84TW8,I need exercises involving real-world rate applications; can you help?,A cyclist travels at a constant speed of 15 meters per second. Calculate the total distance covered by the cyclist in the first 8 seconds of his journey.,120meters,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
False,1,False,01JEQHRQATR49RZA8C03Q3TZRE,Where can I find practice questions on rates in practical situations?,A cyclist travels at a constant speed of 12 km/h. Calculate the distance covered by the cyclist in the first 8 minutes.,1.6km,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
False,1,False,01JEQHR6J25W0GZ3J1SZPHQCAP,Do you have any sample questions on angle properties of circles?,"Consider a cyclic quadrilateral EFGH inscribed in a circle with center O. A tangent EP is drawn at E and another tangent FP is drawn at F. Given \( \angle EOF = 136^\circ \) and \( \angle GEP = 48^\circ \), (a) determine (i) \( \angle EHF \), (ii) \( \angle EGF \). (b) Discuss whether segment OF is parallel to EG.","\angleEHF=44^\circ,\angleEGF=48^\circ,OFandEGarenotparallel.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
False,1,False,01JEQHRYX0W4995Z1XF4X0KES2,Can you provide practice problems on finding the probability of single events?,"In a jar, there are 25 red marbles, 35 white marbles, and 40 black marbles. A marble is picked at random from the jar and then replaced. What is the probability of not picking a white marble? Express the answer in its simplest form.",\frac{13}{20},674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
False,1,False,01JEQHRX5SDC7987KV663N4B0H,Do you have any sample questions on applying rates to real-life problems?,A cyclist accelerates from rest at a uniform rate of 2 \ \mathrm{ms^{-2}}. Calculate the distance travelled in the first 10 seconds.,100\\mathrm{m},674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
False,1,False,01JEQHS08J2SXBA46C86WSTSJD,I need exercises involving probability of single events; can you help?,"A box contains 25 red marbles, 15 black marbles, and 10 white marbles. A marble is drawn at random from the box and then replaced. (i) Find the probability of drawing a red or a white marble, and express your answer in simplest form.",\frac{7}{10},674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
False,1,False,01JEQHRYMMVF5NZJJ4MZFYEZY5,Could you give me some problems to practice rates in real-world contexts?,"A car accelerates from rest at a uniform rate. If it reaches a speed of \( 20 \, \text{m/s} \) after 5 seconds, what is the total distance traveled by the car in the first 6 seconds?","72\,\text{m}",674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
False,1,False,01JEQHS8XAT0TSV0GYS4FWB2WF,Where can I find practice questions on basic probability?,"There are 50 red marbles, 25 white marbles, and 10 black marbles in a jar. A marble is picked randomly from the jar and placed back. What is the probability of picking a black marble? Express your answer as a fraction reduced to its lowest terms.",\frac{2}{17},674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
False,1,False,01JEQHSD9XXWKA38W4PF1YHQVY,Could you give me some problems to practice finding probability of single events?,"A jar contains 25 red marbles, 15 white marbles, and 10 black marbles. A marble is selected at random and then replaced. (i) Calculate the probability of not choosing a white marble, and express your answer in simplest terms.",\(\frac{7}{10}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
False,1,False,01JEQHS9GHPD5VKXGBBBJCXMXG,Do you have any sample questions on calculating probabilities of single events?,"Question: A box contains 25 red marbles, 15 black marbles, and 10 white marbles. If a marble is randomly picked from the box and then replaced, calculate the probability of not picking a white marble. Express your answer in its simplest form.",\(\frac{4}{5}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
False,1,False,01JEQHSJBDQK82Q4X1K6NQ8MRR,I need exercises involving elimination method for simultaneous equations; can you help?,A certain orchard has rows of apple and peach trees. Solve for the number of apple trees (x) and peach trees (y) if the equations governing the orchard are: \( 5x + 8y = 40 \) and \( 7x - 3y = 11 \).,"x\approx2.93,y\approx3.17",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
False,1,False,01JEQHSHPAK1MVWV50S38XX1QF,Can you provide practice problems on solving simultaneous equations using elimination?,"A movie theater sells tickets for adults at $8 each and for children at $5 each. On a certain day, the total number of tickets sold was 120, and the total money collected was $780. Formulate and solve a system of equations to determine how many tickets for adults and how many tickets for children were sold.",60adultticketsand60childrentickets.,674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
False,1,False,01JEQHSYMR7VRH64EDYVMJ2SQ7,Can you provide practice problems on evaluating algebraic formulas?,"Evaluate the expression \( 3x^2 - 2x + 4 \) for \( x = 2, 4, 6 \).","Theevaluatedexpressionsare:12for\(x=2\),44for\(x=4\),and100for\(x=6\).",674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
False,1,False,01JEQHSRCW8C2AFRZ4HVR35DRG,Where can I find practice questions on solving equations by elimination?,A system of equations represents the total cost for breakfast and lunch. Solve the following set of equations to find the values: \( 3a + 5b = 16 \) and \( 4a - 3b = 9 \).,"\(a=\frac{93}{29},b=\frac{25}{29}\)",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
False,1,False,01JEQHSYFZC0B3PR1K0JHRHVQ6,Could you give me some problems to practice solving simultaneous equations by elimination?,"A grocery store sells apples and bananas. If 8 apples and 3 bananas cost $14, and 2 apples and 5 bananas cost $7, find the price of one apple and one banana by solving the simultaneous equations.",Oneapplecosts\(\frac{97}{17}\)andonebananacosts\(\frac{14}{17}\).,674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
False,1,False,01JEQHT7XJF2YV2ZGWM2VDQN24,I need exercises involving evaluating algebraic expressions; can you help?,"Evaluate the expression \( 3x^2 - 2x + 4 \) for the values \( x = 3, 4, 5 \).","Forx=3,25;forx=4,44;forx=5,69.",674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
False,1,False,01JEQHSVT2GW1V841QJCM5ZZZK,Do you have any sample questions on elimination method for simultaneous equations?,"In a small town, the total sales on two products, A and B, are described by the following equations: \( 3x + 5y = 12 \) and \( 5x - 3y = 2 \). Find the values of \( x \) and \( y \) representing the sales units of products A and B, respectively.","x=\frac{23}{17},y=\frac{66}{85}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
False,1,False,01JEQHT9G3B2FHPB75K5R9ZYFV,Where can I find practice questions on evaluating formulas?,"Evaluate the expression \( x^2 + 3x - 5 \) for \( x = 8, 9, 10 \).","Theevaluatedexpressionsare83,103,125forx=8,9,10respectively.",674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
True,1,False,01JEQHTKDPT6CZDDS2Z05WVDS7,I need some exercises involving matrix multiplication; can you help?,"Given matrices \( A = \begin{bmatrix} 2 & 3 \\ 1 & 4 \end{bmatrix} \) and \( B = \begin{bmatrix} 5 & 2 \\ 3 & 6 \end{bmatrix} \), calculate the product \( AB \).",\(AB=\begin{bmatrix}19&22\\17&26\end{bmatrix}\),674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,
True,1,False,01JEQHTHF4D4YC5ZQPYM8HB894,Can you provide practice problems on multiplying two matrices?,"Given two matrices:
\[
A = \begin{bmatrix} 2 & 3 \\ 4 & 5 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & 2 \\ 0 & 1 \end{bmatrix}
\]

Calculate the product \(AB\).",\begin{bmatrix}2&7\\4&13\end{bmatrix},674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,
False,1,False,01JEQHTDFBJ780BCQHKJW2RM1J,Do you have any sample questions on evaluating algebraic equations?,"Evaluate the expression \( y = 3x^2 - 2x + 4 \) for the values \( x = 4, 5, \text{ and } 6 \).","Forx=4,y=44;forx=5,y=69;forx=6,y=100.",674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
False,1,False,01JEQHTHA57AHHAAR52Y2KSRCR,Could you give me some problems to practice evaluating algebraic formulas?,"Evaluate the expression \( y = 3x + 2 \) for \( x = 4, 5, 6 \).","Whenx=4,y=14;Whenx=5,y=17;Whenx=6,y=20.",674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
True,1,False,01JEQHV1V3PSB7MJNB6ARRKV9P,Where can I find practice questions on multiplication of matrices?,"Given two matrices, \( A = \begin{bmatrix} 2 & 3 \\ 1 & 4 \end{bmatrix} \) and \( B = \begin{bmatrix} 5 & 2 \\ 4 & 3 \end{bmatrix} \), find the product matrix \( C = A \times B \).",\(C=\begin{bmatrix}22&13\\21&14\end{bmatrix}\),674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,
True,1,False,01JEQHV39KARZYRJAWSG3NYT2F,Could you give me some problems to practice matrix multiplication?,"Given the matrices \( A = \begin{pmatrix} 2 & 3 \\ 1 & 4 \end{pmatrix} \) and \( B = \begin{pmatrix} 5 & 1 \\ 3 & 2 \end{pmatrix} \), compute the product \( AB \).",\(AB=\begin{pmatrix}19&8\\17&9\end{pmatrix}\),674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,
True,1,False,01JEQHV36CQQC1917HZTXM7GH0,Do you have any sample questions on multiplying two matrices?,"Given matrices \( A = \begin{bmatrix} 2 & 3 \\ 4 & 5 \end{bmatrix} \) and \( B = \begin{bmatrix} 1 & 0 \\ 0 & 1 \end{bmatrix} \), find the matrix product \( C = AB \) and \( D = BA \). Verify if \( C = D \).",C=D=\begin{bmatrix}2&3\\4&5\end{bmatrix},674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,
True,1,False,01JEQHV6DKPPA9K2MRRFBHKG13,"Can you provide practice problems on finding the mean, median, and mode?","Amy has a collection of five numbers. The median of these numbers is 9, the mode is 5, and the mean is 14. The range of these numbers is 24. Determine the five numbers.","5,5,9,17,34",674dcd9cb00b977d048c92ff,"Ethan measures the amount of rain, in millimetres (mm), each day for 31 days. The bar chart shows his results. 

(a) Write down the median amount of rain.",,
True,1,False,01JEQHVFZN4C8N3PJ3G81AE88K,"Where can I find practice questions on mean, median, and mode?","Lauren has written six positive integers. The median of these numbers is 9, the mode is 10, and the mean is 12. The range of these numbers is 22. \nFind the six numbers.","5,9,9,10,10,27",674dcd9cb00b977d048c92ff,"Ethan measures the amount of rain, in millimetres (mm), each day for 31 days. The bar chart shows his results. 

(a) Write down the median amount of rain.",,
True,1,False,01JEQHVWAR37536CBEHAD180CY,"Do you have any sample questions on finding mean, median, and mode?","Charlotte has recorded the weekly sales for her shop over five weeks. The median of these sales figures is 10, the mode is 9, and the mean is 12. The range of these numbers is 15. Determine the five sales figures.","7,9,10,9,22",674dcd9cb00b977d048c92ff,"Ethan measures the amount of rain, in millimetres (mm), each day for 31 days. The bar chart shows his results. 

(a) Write down the median amount of rain.",,
True,1,False,01JEQHVDX04NQXNSPSMM8X1Y3X,"I need exercises involving calculating mean, median, and mode; can you help?","Emma has listed six positive integers. The median of these numbers is 12, the mode is 10, and the mean is 15. The range of these numbers is 20.\nFind the six numbers.","6,10,10,12,18,26",674dcd9cb00b977d048c92ff,"Ethan measures the amount of rain, in millimetres (mm), each day for 31 days. The bar chart shows his results. 

(a) Write down the median amount of rain.",,
True,1,False,01JEQHW7A005A187QS03QTWMWR,"Could you give me some problems to practice calculating mean, median, and mode?","A list of seven positive integers has a mean of 12, a median of 10, and a mode of 9. The range of the integers is 15. Find the seven integers.","7,9,9,10,12,14,22",674dcd9cb00b977d048c92ff,"Ethan measures the amount of rain, in millimetres (mm), each day for 31 days. The bar chart shows his results. 

(a) Write down the median amount of rain.",,
True,1,False,01JEQHWD64A96JFFA6D5AWEM5C,Can you provide practice problems on applying angle properties of circles?,"In the circle with center O, points E, F, and G lie on the circumference. QG is a tangent to the circle at G, and EQ is a tangent to the circle at E. Given that angle EOF = 136° and angle GEF = 54°.

(a) Find the value of

(i) angle EGF,

(ii) angle EFO.

(b) Explain why line OF is perpendicular to chord EG.","AngleEGF=68°,OFisperpendicularbecausealinefromthecentertothemidpointofachordisperpendicular.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
