use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer,citations,citation_1_text,citation_2_text,citation_3_text
FALSE,1,FALSE,01JERWS45GWNG0KX50CPGWX1FA,Can you provide practice problems on applying angle properties of circles?,"Points X, Z, Y, and W are situated on a circle with center M. XQ is a tangent to the circle at X, and YQ is a tangent to the circle at Y. Given that \(\angle XMY = 138^\circ\) and \(\angle ZXY = 45^\circ\), (a) determine (i) \(\angle XWY\), (ii) \(\angle XYZ\). (b) Is MY parallel to XZ? Justify your answer.","(a)(i)51\(^\circ\),(ii)45\(^\circ\);(b)No,MYisnotparalleltoXZastheanglesformeddonotsatisfyparallelismcriteria.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
FALSE,1,FALSE,01JERWSD7CVDNSTVXWDB5P8C0R,Where can I find practice questions on angles in circles?,"Points W, Y, X, and Z are located on a circle centered at S. Line WX is tangent to the circle at W, and line YX is tangent to the circle at Y. Given that \( \angle WXY = 150^\circ \) and \( \angle ZWX = 50^\circ \), (a) find the measures of (i) \( \angle WYZ \), (ii) \( \angle WZX \). (b) Are line segments SY and WZ parallel? Provide reasoning.","\(\angleWYZ=105^\circ\),\(\angleWZX=50^\circ\).SYandWZarenotparallel.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
FALSE,1,FALSE,01JERWS6HTVM4NSR0XBK60PATC,I need exercises involving angle properties in circle geometry; can you help?,"In a circle centered at O, points X, W, Y, and Z are on the circle. XP and YP are tangents to the circle at points X and Y respectively. Given that \( \angle XOY = 130^\circ \) and \( \angle WXP = 40^\circ \), (a) determine (i) \( \angle XYZ \), (ii) \( \angle XWZ \). (b) Are YZ and WX parallel? Justify your answer.","(i)\angleXYZ=65^\circ,(ii)\angleXWZ=65^\circ\text{,andWXisnotparalleltoYZ.}",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
FALSE,1,FALSE,01JERWSTJ57TDHWNVFP2GESRHZ,Could you give me some problems to practice applying angle properties in circles?,"E, F, G, and H lie on a circle, center Q. EQ is a tangent to the circle at E and FQ is a tangent to the circle at F. \angle EQF = 156^\circ \text{ and } \angle HEQ = 38^\circ. \text{ (a) Find the value of (i) } \angle HFG, \text{ (ii) } \angle HGF. \text{ (b) Is QF parallel to EH? Justify your answer.}","AngleHFG:78^\circ;AngleHGF:40^\circ;Parallel:No,QFandEHarenotparallel.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
FALSE,1,FALSE,01JERWSQPRXKHFW98Q6CTET8VN,Do you have any sample questions on angle properties of circles?,"E, F, G, and H lie on a circle, center X. EQ is a tangent to the circle at E and FQ is a tangent to the circle at F. \( \angle EXF = 138^\circ \text{ and } \angle HEQ = 38^\circ. \text{ (a) Find the value of (i) } \angle EGF, \text{ (ii) } \angle EHF. \text{ (b) Is XF parallel to EH? Explain.}","(i)\(69^\circ\),(ii)\(111^\circ\).No,XFisnotparalleltoEH.",674dcdb4b00b977d048c931a,"A, D, B, and C lie on a circle, center O. AP is a tangent to the circle at A and BP is a tangent to the circle at B. \angle AOB = 142^\circ \text{ and } \angle DAP = 42^\circ. \text{ (a) Find the value of (i) } \angle ACB, \text{ (ii) } \angle ADB. \text{ (b) Is OB parallel to AD? Explain.}",,
FALSE,1,FALSE,01JERWT6G3SJA5F6ZYXZ9A2M26,I need exercises involving real-world rate applications; can you help?,The graph shows the velocity-time relation for a moving vehicle during the initial m seconds of its journey. (a) Determine the rate of acceleration when $t = 8$.,2m/s²,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
FALSE,1,FALSE,01JERWT5MF72GGRFXNAPM85KFR,Can you provide practice problems on applying rates in real-world contexts?,A car's speed-time graph over the first 10 seconds illustrates its velocity. (a) Determine the car's acceleration at the 8-second mark.,\(a=\frac{\Deltav}{1}\)(providedvaluesforspeedaresubstituted),674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
FALSE,1,FALSE,01JERWTKSEGHWZ41503G63CCA9,Could you give me some problems to practice rates in real-world contexts?,"The graph below represents the speed of a car in km/h over time in minutes. If the car's speed increases steadily from rest, what is the acceleration when the time, \( t \), is 3 minutes?",1080km/h²,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
FALSE,1,FALSE,01JERWTKFEJEF84YRN45VK7NRR,Do you have any sample questions on applying rates to real-life problems?,"An athlete is running a 100-meter dash. The speed-time graph for the initial 10 seconds of their run shows a straight line from the origin to the point (4, 8) on the graph, where time is in seconds and speed is in meters per second. (a) Determine the acceleration of the athlete at t = 3 seconds.",2\text{m/s}^2,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
FALSE,1,FALSE,01JERWTHW38DTE1ZKX8DBZ270M,Where can I find practice questions on rates in practical situations?,"A car's journey is represented on a speed-time graph. For the first few seconds, the car accelerates uniformly. (a) Determine the acceleration of the car at the 6th second.",Theaccelerationis\(x\)m/s²(where\(x\)isthecalculatedvalue).,674dcde3b00b977d048c9356,The diagram is the speed-time graph for the first k seconds of the motion of an object. (a) Find the acceleration when \( t = 5 \).,,
FALSE,1,FALSE,01JERWTW0544RWQ8E65FS5B3SV,Can you provide practice problems on finding the probability of single events?,"(c) Julie randomly selects a day from her holiday week at the beach. What is the probability that on this day, the temperature was at least 30°C?",\(\frac{3}{7}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
FALSE,1,FALSE,01JERWV18NGQP51SW4S4Y5TNKX,I need exercises involving probability of single events; can you help?,"A gardener is planting flowers each day for a week. The number of flowers planted each day is recorded: Monday - 5, Tuesday - 2, Wednesday - 4, Thursday - 3, Friday - 6, Saturday - 3, Sunday - 7. If one day is chosen at random, find the probability that on that day, 4 or more flowers were planted.",\(\frac{4}{7}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
FALSE,1,FALSE,01JERWV3NJMDEFZ6XMTE2YPXAJ,Where can I find practice questions on basic probability?,Naomi picks one card at random from a deck of cards numbered 1 to 10. Find the probability that the number on the card is 4 or greater.,\(\frac{7}{10}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
FALSE,1,FALSE,01JERWV7S8K9561PE2MW7ZT2D1,Do you have any sample questions on calculating probabilities of single events?,"A weather station recorded the amount of rainfall for each day over a month, noting any day where rainfall exceeded 3 mm as a 'Rainy Day.' If a day is selected at random from this month, what is the probability that this selected day is a 'Rainy Day' where the recorded rainfall was at least 3 mm? Assume that there are 6 such ""Rainy Days"" out of a total of 30 days in the month.",\(\frac{1}{5}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
FALSE,1,FALSE,01JERWV90EPNE399KYXRJJCRQB,Could you give me some problems to practice finding probability of single events?,Sophia decides to play a dice game where she wins a prize if she rolls a 4 or higher on a standard six-sided die. What is the probability that she wins the prize on her first attempt?,\(\frac{1}{2}\),674dcd9db00b977d048c9301,"(c) Ethan picks one of these days at random. Find the probability that, on that day, the amount of rain was 3 mm or more.",,
FALSE,1,FALSE,01JERWVFJVFZCCKYB2G8Y3GCK1,I need exercises involving elimination method for simultaneous equations; can you help?,Solve the simultaneous equations: \( 4x + 5y = 6 \) and \( 9x - 2y = 7 \).,"\(x=\frac{47}{53},y=\frac{26}{53}\)",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
FALSE,1,FALSE,01JERWVEY1WXY7W9B9C4YQBC35,Can you provide practice problems on solving simultaneous equations using elimination?,Consider the following system of equations: \( 5a + 3b = 13 \) and \( 4a - 2b = 8 \). Solve for \( a \) and \( b \) using the method of elimination.,"a=\frac{25}{11},b=\frac{18}{11}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
FALSE,1,FALSE,01JERWVM120AAPJ9XXNP0N8KRG,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations: \( 4x + 3y = 13 \) and \( 5x - 2y = 1 \).,"x=\frac{29}{23},y=\frac{61}{23}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
FALSE,1,FALSE,01JERWVSWRR6ZGASPXMWRCD21H,Do you have any sample questions on elimination method for simultaneous equations?,Solve the simultaneous equations: \( 5a + 6b = 11 \) and \( 2a - 3b = 1 \).,"\(a=\frac{13}{9},b=\frac{17}{27}\)",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
FALSE,1,FALSE,01JERWW1EJPTS1DG50Y37DVM7T,Could you give me some problems to practice solving simultaneous equations by elimination?,Solve the simultaneous equations: \( 5a + 3b = 16 \) and \( 4a - 2b = 10 \).,"a=\frac{31}{11},b=\frac{7}{11}",674dcd9fb00b977d048c9306,Solve the simultaneous equations: \( 7x + 2y = 8 \) and \( 3x - y = 3 \).,,
FALSE,1,FALSE,01JERWW5AZ23XGFTHRD9GB67TN,Can you provide practice problems on evaluating algebraic formulas?,Solve for \( y \) in the equation \( 5^{16} \times 4 = 10 	imes 25^y \).,\(y=\frac{15}{2}\),674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
FALSE,1,FALSE,01JERWW63AS8G1E4WB0NYTPJ01,I need exercises involving evaluating algebraic expressions; can you help?,"In a computer network, the bandwidth capacity is described by the equation 4^{16} \times 1 = 3 \times 16^y. Find the value of \( y \).",8,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
FALSE,1,FALSE,01JERWWD4SHSJGNGFJ3EZ4GHSR,Where can I find practice questions on evaluating formulas?,Find the value of \( y \) if \( 3^{16} \times 4 = 9 \times 2^y \).,2,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
FALSE,1,FALSE,01JERWWQ4NPHE2DWPXTMNPMDQ5,Could you give me some problems to practice evaluating algebraic formulas?,Determine the value of \( x \) in the equation \( 3^{10} = 9^x \times 243 \).,x=2.5,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
FALSE,1,FALSE,01JERWWM9CQ4ZF5XMWECXHKYNH,Do you have any sample questions on evaluating algebraic equations?,Suppose $4^{16} \times 2 = 12 \times 16^y$. Determine the value of $y$.,y=8.25,674dcdb5b00b977d048c931d,"Given that 2^{32} \times 1 = 6 \times 8^x, \text{ find the value of } x.",,
FALSE,1,FALSE,01JERWXNJND55SW6XPDRR15V1D,What is the Fibonacci sequence used for in real life?,"Jane has 180 bananas, 240 strawberries, and 300 grapes. She wants to arrange them into identical snack bags. What is the largest number of snack bags she can create if each bag must have the same quantity of each type of fruit?",60,674dcda0b00b977d048c9308,"Mary needs to pack 210 oranges, 252 apples and 294 pears into identical fruit baskets. (i) What is the largest possible number of fruit baskets that can be packed?",,
TRUE,1,FALSE,01JERWXPB0PEPH74CJH1EK1STB,Can you provide practice problems on multiplying two matrices?,"A local museum sells tickets at different rates: $45 for adults, $30 for students, and $25 for seniors. On a particular Monday, the museum was visited by 180 adults, 220 students, and 30 seniors. On Tuesday, the museum recorded 200 adults, 260 students, and 15 seniors. Represent the number of visitors over these two days with a matrix \( M = \begin{pmatrix} 180 & 220 & 30 \\ 200 & 260 & 15 \end{pmatrix} \).

(i) Write a \( 3 \times 1 \) matrix, \( Q \), to represent the cost of each type of ticket.

(ii) Calculate the matrix \( R = MQ \).

(iii) Interpret the elements of the matrix \( R \).

(iv) Calculate the total revenue generated from the ticket sales on these two days.",$31625,674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,
TRUE,1,FALSE,01JERWXQ044BR8XZHGH33H6NX2,I need some exercises involving matrix multiplication; can you help?,"At the adventure park, the ticket prices are $60 for an adult, $45 for a child, and $30 for a senior citizen. On a certain Monday, there were 180 adults, 220 children, and 10 senior citizens who visited the park. On the following Tuesday, there were 200 adults, 245 children, and 20 senior citizens. The number of visitors on these days can be represented by the matrix \( V = \begin{pmatrix} 180 & 220 & 10 \\ 200 & 245 & 20 \end{pmatrix} \).

(i) Write a \( 3 \times 1 \) matrix, \( P \), to represent the ticket prices.

(ii) Calculate the matrix \( T = VP \).

(iii) Explain what each element of the matrix \( T \) represents.

(iv) Determine the total amount of money collected from ticket sales on these two days.",40350,674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,
TRUE,1,FALSE,01JERWXR4BWY1PBR264TS9G5M9,Where can I find practice questions on multiplication of matrices?,"The admission tickets to a museum are $60 for an adult, $40 for a student, and $25 for a senior citizen. On a particular weekend, there were 180 adults, 200 students, and 30 senior citizens who visited the museum on Saturday, and 220 adults, 240 students, and 20 senior citizens on Sunday. 

The number of visitors on these days can be represented by the matrix \( A = \begin{pmatrix} 180 & 200 & 30 \\ 220 & 240 & 20 \end{pmatrix} \). 

(i) Write a \( 3 \times 1 \) matrix, \( Q \), to represent the price of the admission tickets.

(ii) Find the matrix \( B = AQ \).

(iii) Explain what each of the elements of matrix \( B \) represents.

(iv) Find the total amount collected from the sales of the tickets for the weekend.",\(B=\begin{pmatrix}17500\\21100\end{pmatrix}\),674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,
TRUE,1,FALSE,01JERWY5P0Q2TMHXW22YQKZXZP,Do you have any sample questions on multiplying two matrices?,"A concert offers ticket prices at $40 for adults, $25 for students, and $15 for children. On a particular Friday, 175 adults, 230 students, and 40 children attended the concert. On Saturday, 190 adults, 245 students, and 50 children attended. Represent the number of attendees over both days by the matrix \( W = \begin{pmatrix} 175 & 230 & 40 \\ 190 & 245 & 50 \end{pmatrix} \).

(i) Write a \(3 \times 1\) matrix, \(Q\), to represent the price of the tickets.

(ii) Find the matrix \(M = WQ\).

(iii) Describe what each element of the resulting matrix represents.

(iv) Find the total revenue from ticket sales for both days.","$25,175forFridayand$27,075forSaturday.TotalRevenue:$52,250",674dcdb4b00b977d048c931b,"The admission tickets to the Singapore Zoo are $50 for an adult, $36 for a child, and $20 for a senior citizen. On a particular Tuesday, there were 212 adults, 251 children, and 15 senior citizens who visited the Singapore Zoo and on a particular Wednesday, there were 231 adults, 266 children, and 12 senior citizens who visited the Singapore Zoo. The number of visitors on the particular Tuesday and Wednesday can be represented by the matrix V = \begin{pmatrix} 212 & 251 & 15 \\ 231 & 266 & 12 \end{pmatrix}. \text{ (i) Write a } 3 \times 1 \text{ matrix, P, to represent the price of the admission tickets. (ii) Find the matrix } T = VP. \text{ (iii) Explain what each of the elements represents. (iv) Find the total amount collected from the sales of the tickets for the 2 days.}",,
